student_id,name,grade,n_requested,n_assigned,n_missing,section_ids,course_ids,missing_courses
27022,Student_27022,12,7,6,1,A1204.1|ADVHS01.8|E1201.2|G1201.4|J1203.4|L1304.2|OI1303.2,A1204|ADVHS01|E1201|G1201|J1203|L1304|OI1303,OH1501
27017,Student_27017,12,7,7,0,A1204.1|ADVHS01.19|E1201.6|G1201.4|J1203.1|L1304.4|OH1501.1|OI1305.3,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1501|OI1305,
27040,Student_27040,12,8,7,1,A1204.2|ADVHS01.27|E1201.6|G1201.5|J1203.3|L1304.1|OC1310.1|OI1305.2,A1204|ADVHS01|E1201|G1201|J1203|L1304|OC1310|OI1305,OH1501
27054,Student_27054,12,8,8,0,A1204.3|ADVHS01.26|E1201.1|G1201.5|I1215.1|J1203.1|L1301.2|OH1306.1|OI1305.4,A1204|ADVHS01|E1201|G1201|I1215|J1203|L1301|OH1306|OI1305,
27059,Student_27059,12,8,8,0,ADVHS01.23|E1201.3|G1201.3|I1208.1|J1203.2|L1301.1|OA1318.1|OH1306.2|OI1303.2,ADVHS01|E1201|G1201|I1208|J1203|L1301|OA1318|OH1306|OI1303,
27055,Student_27055,12,8,7,1,A1204.1|ADVHS01.23|E1201.4|G1201.2|I1212.3|I1213.3|OB1520.2|OH1306.2,A1204|ADVHS01|E1201|G1201|I1212|I1213|OB1520|OH1306,OB1532
27108,Student_27108,12,9,9,0,ADVHS01.1|E1201.1|G1201.6|I1204.1|I1212.1|I1213.1|J1203.2|OA1317.1|OA1322.1|OH1306.3,ADVHS01|E1201|G1201|I1204|I1212|I1213|J1203|OA1317|OA1322|OH1306,
27049,Student_27049,12,8,8,0,ADVHS01.5|E1201.4|G1201.6|I1204.2|I1212.4|I1213.4|J1203.1|OA1322.1|OH1306.1,ADVHS01|E1201|G1201|I1204|I1212|I1213|J1203|OA1322|OH1306,
27114,Student_27114,12,9,9,0,ADVHS01.22|C0907.1|E1201.1|G1201.3|I1212.2|I1213.2|J1203.2|OA1317.1|OH1306.1|OI1303.2,ADVHS01|C0907|E1201|G1201|I1212|I1213|J1203|OA1317|OH1306|OI1303,
27052,Student_27052,12,9,9,0,A1204.3|ADVHS01.4|E1201.3|G1201.5|I1212.4|I1213.4|J1203.4|OC1310.1|OH1306.3|OI1305.2,A1204|ADVHS01|E1201|G1201|I1212|I1213|J1203|OC1310|OH1306|OI1305,
27183,Student_27183,12,8,8,0,A1204.2|ADVHS01.7|E1201.6|H1206.1|I1212.2|I1213.2|J1203.3|L1304.3|OB1520.1,A1204|ADVHS01|E1201|H1206|I1212|I1213|J1203|L1304|OB1520,
27123,Student_27123,12,8,7,1,ADVHS01.35|C0907.1|E1201.3|G1201.1|L1301.1|OA1318.1|OH1306.3|OI1305.4,ADVHS01|C0907|E1201|G1201|L1301|OA1318|OH1306|OI1305,OB1532
27174,Student_27174,12,7,7,0,ADVHS01.28|E1201.6|G1202.1|J1203.2|L1304.3|OA1318.1|OH1306.1|OI1305.3,ADVHS01|E1201|G1202|J1203|L1304|OA1318|OH1306|OI1305,
27086,Student_27086,12,9,7,2,A1204.1|ADVHS01.23|E1201.5|G1201.6|I1212.4|I1213.4|OC1310.3|OH1306.1,A1204|ADVHS01|E1201|G1201|I1212|I1213|OC1310|OH1306,J1203|OI1303
27051,Student_27051,12,7,7,0,A1204.1|ADVHS01.10|E1201.5|G1201.6|J1203.3|L1304.4|OH1306.2|OI1305.3,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1306|OI1305,
27127,Student_27127,12,8,7,1,ADVHS01.1|E1201.4|G1201.6|I1204.2|L1304.2|OA1322.2|OH1306.2|OJ1203.1,ADVHS01|E1201|G1201|I1204|L1304|OA1322|OH1306|OJ1203,OB1532
26040,Student_26040,12,9,9,0,A1204.1|ADVHS01.25|E1201.1|G1201.4|I1212.2|I1213.2|J1203.1|OH1501.2|OI1303.2|OI1305.2,A1204|ADVHS01|E1201|G1201|I1212|I1213|J1203|OH1501|OI1303|OI1305,
27053,Student_27053,12,8,8,0,A1204.1|ADVHS01.22|E1201.3|G1201.2|I1212.3|I1213.3|J1203.5|OH1306.2|OI1303.2,A1204|ADVHS01|E1201|G1201|I1212|I1213|J1203|OH1306|OI1303,
27091,Student_27091,12,9,9,0,ADVHS01.1|C0907.1|E1201.6|G1201.3|I1212.4|I1213.4|J1203.4|OA1317.1|OH1306.3|OI1305.5,ADVHS01|C0907|E1201|G1201|I1212|I1213|J1203|OA1317|OH1306|OI1305,
26009,Student_26009,12,9,8,1,A1204.2|ADVHS01.15|E1201.6|G1201.5|I1212.2|I1213.2|J1203.3|OC1310.1|OH1501.1,A1204|ADVHS01|E1201|G1201|I1212|I1213|J1203|OC1310|OH1501,OI1305
27043,Student_27043,12,9,8,1,A1204.2|ADVHS01.29|E1201.5|G1201.6|I1212.1|I1213.1|L1304.1|OB1520.1|OH1501.1,A1204|ADVHS01|E1201|G1201|I1212|I1213|L1304|OB1520|OH1501,OB1532
27079,Student_27079,12,9,8,1,ADVHS01.18|E1201.4|G1201.3|I1212.3|I1213.3|OA1322.1|OB1520.2|OH1501.2|OI1303.2,ADVHS01|E1201|G1201|I1212|I1213|OA1322|OB1520|OH1501|OI1303,OB1532
27111,Student_27111,12,9,9,0,ADVHS01.24|E1201.4|G1201.3|I1212.1|I1213.1|J1203.1|OA1318.1|OH1501.1|OI1303.2|OI1305.4,ADVHS01|E1201|G1201|I1212|I1213|J1203|OA1318|OH1501|OI1303|OI1305,
27073,Student_27073,12,8,6,2,ADVHS01.4|E1201.2|G1201.2|I1212.2|I1213.2|OA1317.1|OB1520.2,ADVHS01|E1201|G1201|I1212|I1213|OA1317|OB1520,H1201B|OB1532
27028,Student_27028,12,7,6,1,A1204.2|ADVHS01.7|E1201.3|G1201.6|I1204.1|L1303.1|OH1501.1,A1204|ADVHS01|E1201|G1201|I1204|L1303|OH1501,OB1532
27139,Student_27139,12,8,8,0,A1204.1|ADVHS01.18|E1201.3|G1202.1|I1208.1|J1203.4|L1304.2|OH1501.1|OI1303.2,A1204|ADVHS01|E1201|G1202|I1208|J1203|L1304|OH1501|OI1303,
27046,Student_27046,12,8,8,0,ADVHS01.16|E1201.1|G1201.3|J1203.3|L1301.2|OA1322.1|OC1310.1|OH1501.2|OI1303.2,ADVHS01|E1201|G1201|J1203|L1301|OA1322|OC1310|OH1501|OI1303,
27129,Student_27129,12,8,7,1,ADVHS01.11|E1201.5|G1201.1|I1204.2|I1215.1|J1203.5|L1304.4|OH1306.1,ADVHS01|E1201|G1201|I1204|I1215|J1203|L1304|OH1306,OA1322
27151,Student_27151,12,8,6,2,ADVHS01.30|E1201.4|G1201.4|OA1317.1|OH1306.2|OI1303.1|OZ1313.1,ADVHS01|E1201|G1201|OA1317|OH1306|OI1303|OZ1313,L1303|OB1532
27148,Student_27148,12,7,5,2,A1204.3|ADVHS01.36|E1201.5|L1304.4|OC1314.1|OI1305.5,A1204|ADVHS01|E1201|L1304|OC1314|OI1305,H1201B|OB1532
27001,Student_27001,12,8,7,1,ADVHS01.27|E1201.6|G1201.4|L1304.2|OA1318.1|OB1520.1|OH1306.2|OI1305.3,ADVHS01|E1201|G1201|L1304|OA1318|OB1520|OH1306|OI1305,OB1532
27093,Student_27093,12,8,7,1,A1204.1|ADVHS01.5|E1201.1|G1201.6|I1208.1|J1203.3|L1304.2|OH1501.1,A1204|ADVHS01|E1201|G1201|I1208|J1203|L1304|OH1501,OI1303
27138,Student_27138,12,8,8,0,ADVHS01.8|E1201.2|G1201.3|J1203.5|L1304.1|OC1310.1|OH1501.2|OI1305.5|OZ1207.2,ADVHS01|E1201|G1201|J1203|L1304|OC1310|OH1501|OI1305|OZ1207,
28120,Student_28120,12,8,7,1,ADVHS01.34|E1201.5|G1201.6|I1204.1|J1203.5|L1304.3|OH1306.1|OI1303.1,ADVHS01|E1201|G1201|I1204|J1203|L1304|OH1306|OI1303,OA1322
26024,Student_26024,12,8,8,0,ADVHS01.16|E1201.1|G1201.6|J1203.1|L1302.1|OA1322.2|OH1306.3|OI1303.1|OI1305.2,ADVHS01|E1201|G1201|J1203|L1302|OA1322|OH1306|OI1303|OI1305,
27101,Student_27101,12,8,7,1,ADVHS01.18|E1201.2|G1201.1|H1206.1|J1203.2|L1303.1|OA1322.2|OB1520.1,ADVHS01|E1201|G1201|H1206|J1203|L1303|OA1322|OB1520,OZ1313
27061,Student_27061,12,7,6,1,A1204.3|ADVHS01.26|E1201.2|G1201.5|J1203.3|L1303.1|OH1501.2,A1204|ADVHS01|E1201|G1201|J1203|L1303|OH1501,OI1303
27169,Student_27169,12,7,7,0,A1204.1|ADVHS01.14|E1201.2|G1201.2|J1203.1|L1302.2|OH1306.3|OI1303.2,A1204|ADVHS01|E1201|G1201|J1203|L1302|OH1306|OI1303,
27050,Student_27050,12,8,8,0,A1204.2|ADVHS01.15|E1201.5|G1201.5|J1203.4|L1304.3|OH1306.1|OI1303.2|OI1305.3,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1306|OI1303|OI1305,
27092,Student_27092,12,7,7,0,A1204.2|ADVHS01.20|E1201.5|G1201.6|J1203.5|L1304.1|OH1306.2|OI1305.1,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1306|OI1305,
27038,Student_27038,12,8,8,0,A1204.2|ADVHS01.4|E1201.4|G1201.6|J1203.4|L1302.1|OC1310.1|OH1306.1|OI1305.2,A1204|ADVHS01|E1201|G1201|J1203|L1302|OC1310|OH1306|OI1305,
27113,Student_27113,12,8,6,2,A1204.2|ADVHS01.9|E1201.2|G1201.3|I1208.1|L1301.3|OZ1313.1,A1204|ADVHS01|E1201|G1201|I1208|L1301|OZ1313,H1201B|OB1532
27078,Student_27078,12,8,7,1,ADVHS01.3|C0907.1|E1201.5|G1201.3|J1203.3|L1304.2|OA1318.1|OI1305.3,ADVHS01|C0907|E1201|G1201|J1203|L1304|OA1318|OI1305,OH1501
26154,Student_26154,12,8,8,0,A1204.1|ADVHS01.15|E1201.1|G1201.6|J1203.1|L1304.3|OH1306.3|OI1303.1|OI1305.1,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1306|OI1303|OI1305,
27179,Student_27179,12,8,7,1,A1204.3|ADVHS01.4|E1201.2|G1201.2|J1203.1|L1302.2|OH1306.3|OJ1203.1,A1204|ADVHS01|E1201|G1201|J1203|L1302|OH1306|OJ1203,OI1303
27163,Student_27163,12,8,7,1,ADVHS01.5|E1201.2|G1201.6|J1203.4|L1301.2|OH1306.1|OI1303.1|OJ1204.1,ADVHS01|E1201|G1201|J1203|L1301|OH1306|OI1303|OJ1204,OA1317
27063,Student_27063,12,8,7,1,ADVHS01.12|E1201.5|G1201.1|L1304.3|OA1318.1|OB1520.2|OH1306.3|OI1305.4,ADVHS01|E1201|G1201|L1304|OA1318|OB1520|OH1306|OI1305,OB1532
27032,Student_27032,12,8,6,2,ADVHS01.17|E1201.1|G1201.2|J1203.3|L1304.3|OC1310.2|OH1306.3,ADVHS01|E1201|G1201|J1203|L1304|OC1310|OH1306,OA1317|OI1305
27060,Student_27060,12,7,7,0,ADVHS01.6|E1201.4|G1201.6|J1203.2|L1302.1|OA1318.1|OH1501.1|OI1305.1,ADVHS01|E1201|G1201|J1203|L1302|OA1318|OH1501|OI1305,
27126,Student_27126,12,8,7,1,A1204.3|ADVHS01.21|E1201.1|G1201.4|J1203.5|L1302.1|OC1310.3|OH1501.2,A1204|ADVHS01|E1201|G1201|J1203|L1302|OC1310|OH1501,OI1303
27124,Student_27124,12,8,6,2,ADVHS01.22|C0907.1|E1201.6|G1202.1|I1208.1|L1304.2|OA1322.2,ADVHS01|C0907|E1201|G1202|I1208|L1304|OA1322,H1201B|OB1532
27112,Student_27112,12,8,8,0,ADVHS01.14|E1201.1|G1201.3|J1203.5|L1303.1|OA1322.2|OC1305.3|OH1306.2|OI1303.1,ADVHS01|E1201|G1201|J1203|L1303|OA1322|OC1305|OH1306|OI1303,
27134,Student_27134,12,8,6,2,ADVHS01.17|C0907.1|E1201.4|G1201.6|L1304.2|OA1304.1|OI1305.1,ADVHS01|C0907|E1201|G1201|L1304|OA1304|OI1305,H1201B|OB1532
27089,Student_27089,12,8,8,0,ADVHS01.14|E1201.5|G1201.2|I1204.1|J1203.3|L1304.1|OA1322.1|OH1306.3|OI1303.2,ADVHS01|E1201|G1201|I1204|J1203|L1304|OA1322|OH1306|OI1303,
27026,Student_27026,12,8,8,0,A1204.2|ADVHS01.21|E1201.1|G1201.1|J1203.1|L1304.3|OH1306.3|OI1305.1|OJ1203.1,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1306|OI1305|OJ1203,
27068,Student_27068,12,8,7,1,ADVHS01.35|E1201.1|G1201.1|L1304.2|OA1304.1|OA1322.2|OH1306.3|OI1305.2,ADVHS01|E1201|G1201|L1304|OA1304|OA1322|OH1306|OI1305,OB1532
27036,Student_27036,12,8,8,0,A1204.3|ADVHS01.20|E1201.5|G1201.4|I1204.2|J1203.5|L1302.1|OH1501.1|OI1303.1,A1204|ADVHS01|E1201|G1201|I1204|J1203|L1302|OH1501|OI1303,
27172,Student_27172,12,7,6,1,ADVHS01.7|E1201.2|G1201.2|H1206.1|I1208.1|L1303.1|OA1322.2,ADVHS01|E1201|G1201|H1206|I1208|L1303|OA1322,OB1532
27020,Student_27020,12,8,7,1,ADVHS01.22|E1201.3|G1201.1|J1203.2|L1301.2|OA1317.1|OC1305.1|OH1306.2,ADVHS01|E1201|G1201|J1203|L1301|OA1317|OC1305|OH1306,OI1305
27003,Student_27003,12,8,8,0,A1204.3|ADVHS01.3|C0905.1|E1201.4|G1201.3|J1203.1|L1304.1|OH1306.2|OI1305.4,A1204|ADVHS01|C0905|E1201|G1201|J1203|L1304|OH1306|OI1305,
27002,Student_27002,12,7,6,1,A1204.3|ADVHS01.10|E1201.2|G1202.1|I1208.1|L1304.2|OH1306.1,A1204|ADVHS01|E1201|G1202|I1208|L1304|OH1306,OB1532
27171,Student_27171,12,8,8,0,A1204.3|ADVHS01.36|E1201.5|G1201.3|J1203.4|L1304.4|OC1314.1|OH1306.2|OI1305.5,A1204|ADVHS01|E1201|G1201|J1203|L1304|OC1314|OH1306|OI1305,
27109,Student_27109,12,8,6,2,ADVHS01.8|E1201.2|G1201.2|J1203.4|L1303.1|OA1322.2|OC1314.1,ADVHS01|E1201|G1201|J1203|L1303|OA1322|OC1314,H1201B|I1208
26012,Student_26012,12,8,7,1,ADVHS01.36|E1201.3|G1201.3|J1203.2|L1303.1|OC1314.1|OI1305.2|OZ1207.2,ADVHS01|E1201|G1201|J1203|L1303|OC1314|OI1305|OZ1207,H1201B
27044,Student_27044,12,8,7,1,ADVHS01.29|E1201.4|G1201.1|J1203.4|L1303.1|OA1322.1|OH1306.1|OI1303.1,ADVHS01|E1201|G1201|J1203|L1303|OA1322|OH1306|OI1303,OI1305
27164,Student_27164,12,7,6,1,A1204.2|ADVHS01.24|E1201.1|G1201.3|J1203.5|L1304.3|OI1305.1,A1204|ADVHS01|E1201|G1201|J1203|L1304|OI1305,H1201B
27080,Student_27080,12,7,7,0,A1204.3|ADVHS01.36|E1201.5|G1201.3|J1203.4|L1304.4|OH1501.1|OI1305.5,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1501|OI1305,
27029,Student_27029,12,8,8,0,A1204.1|ADVHS01.26|E1201.1|G1201.4|I1208.1|J1203.1|L1304.2|OH1501.1|OI1303.2,A1204|ADVHS01|E1201|G1201|I1208|J1203|L1304|OH1501|OI1303,
27083,Student_27083,12,8,8,0,ADVHS01.11|E1201.6|G1201.5|J1203.2|L1303.1|OA1322.1|OC1305.1|OH1306.1|OI1305.3,ADVHS01|E1201|G1201|J1203|L1303|OA1322|OC1305|OH1306|OI1305,
27132,Student_27132,12,8,7,1,ADVHS01.24|E1201.3|G1201.1|I1208.1|J1203.1|L1304.1|OA1322.1|OI1303.1,ADVHS01|E1201|G1201|I1208|J1203|L1304|OA1322|OI1303,OH1501
27048,Student_27048,12,7,6,1,ADVHS01.33|E1201.3|G1201.1|J1203.5|L1304.4|OA1317.1|OH1306.2,ADVHS01|E1201|G1201|J1203|L1304|OA1317|OH1306,OI1305
27162,Student_27162,12,8,6,2,ADVHS01.11|E1201.4|G1201.3|L1304.3|OC1310.2|OH1501.2|OI1305.5,ADVHS01|E1201|G1201|L1304|OC1310|OH1501|OI1305,OA1322|OB1532
27147,Student_27147,12,8,7,1,ADVHS01.35|C0907.1|E1201.3|G1201.1|I1204.2|J1203.2|L1301.1|OH1306.3,ADVHS01|C0907|E1201|G1201|I1204|J1203|L1301|OH1306,OA1322
27076,Student_27076,12,8,7,1,A1204.1|ADVHS01.19|C0905.1|E1201.4|G1201.2|J1203.1|L1304.1|OI1305.2,A1204|ADVHS01|C0905|E1201|G1201|J1203|L1304|OI1305,OH1501
27095,Student_27095,12,8,8,0,A1204.2|ADVHS01.3|E1201.2|G1201.5|I1208.1|J1203.4|L1303.1|OH1306.1|OI1303.2,A1204|ADVHS01|E1201|G1201|I1208|J1203|L1303|OH1306|OI1303,
27107,Student_27107,12,8,8,0,A1204.2|ADVHS01.17|E1201.1|G1201.3|J1203.5|L1303.1|OC1310.2|OH1501.1|OI1305.1,A1204|ADVHS01|E1201|G1201|J1203|L1303|OC1310|OH1501|OI1305,
27146,Student_27146,12,8,7,1,ADVHS01.9|E1201.2|G1201.1|I1204.1|J1203.1|L1304.2|OA1318.1|OB1520.2,ADVHS01|E1201|G1201|I1204|J1203|L1304|OA1318|OB1520,H1201B
27096,Student_27096,12,8,6,2,ADVHS01.9|E1201.6|G1201.2|L1301.3|OA1304.1|OC1310.3|OI1305.3,ADVHS01|E1201|G1201|L1301|OA1304|OC1310|OI1305,H1201B|OB1532
27105,Student_27105,12,7,7,0,ADVHS01.2|E1201.6|G1201.2|J1203.5|L1304.1|OA1304.1|OH1501.1|OI1305.1,ADVHS01|E1201|G1201|J1203|L1304|OA1304|OH1501|OI1305,
27077,Student_27077,12,7,6,1,A1204.1|ADVHS01.10|E1201.4|G1201.1|L1304.2|OH1306.2|OI1305.1,A1204|ADVHS01|E1201|G1201|L1304|OH1306|OI1305,OB1532
27110,Student_27110,12,8,7,1,A1204.1|ADVHS01.13|E1201.1|G1201.1|J1203.1|L1302.2|OH1501.2|OI1305.2,A1204|ADVHS01|E1201|G1201|J1203|L1302|OH1501|OI1305,OI1303
27030,Student_27030,12,7,6,1,ADVHS01.35|E1201.3|G1201.1|J1203.2|L1304.1|OH1306.3|OI1305.2,ADVHS01|E1201|G1201|J1203|L1304|OH1306|OI1305,OA1322
27119,Student_27119,12,8,7,1,A1204.2|ADVHS01.30|C0907.1|E1201.6|G1202.1|I1208.1|J1203.4|OH1306.1,A1204|ADVHS01|C0907|E1201|G1202|I1208|J1203|OH1306,L1303
27118,Student_27118,12,8,7,1,A1204.3|ADVHS01.2|E1201.1|G1201.3|J1203.1|L1301.3|OC1305.4|OI1305.2,A1204|ADVHS01|E1201|G1201|J1203|L1301|OC1305|OI1305,H1201B
