StudentID,StudentName,Grade,CourseID,CourseName,SectionID,Slots,TeacherID,TeacherName
26041,,12,OC1310,Painting II,OC1310.2,A2;B5;D3,46,
26041,,12,OH1501,Journalism Higher Level,OH1501.1,A4;C2;D5,43,
26041,,12,OI1305,Calculus,OI1305.1,B2;C5;E4,35,
26106,,12,ADVHS01,Advisory HS,ADVHS01.35,E3,48,
26106,,12,E1201,Physical Education and Health 12,E1201.2,A4;C2;D5,30,
26106,,12,G1201,Español & Literatura 12,G1201.3,A2;B5;D3,6,
26106,,12,I1212,AP Macroeconomics,I1212.1,B1;C4;E2,34,
26106,,12,I1213,AP Microeconomics,I1213.1,B1;C4;E2,34,
26106,,12,J1203,Tech. and Innovation for Social Change,J1203.5,A1;B4;D2,22,
26106,,12,L1301,AP Psychology,L1301.2,A3;C1;D4,33,
26106,,12,OA1322,AP Physics 2,OA1322.2,B3;D1;E5,31,
26106,,12,OH1306,Art of Fiction Higher Level,OH1306.2,B2;C5;E4,23,
26106,,12,OI1305,Calculus,OI1305.2,A5;C3;E1,35,
26154,,12,A1204,Environmental Science,A1204.1,A2;B5;D3,13,
26154,,12,ADVHS01,Advisory HS,ADVHS01.5,E3,7,
26154,,12,E1201,Physical Education and Health 12,E1201.4,B1;C4;E2,30,
26154,,12,G1201,Español & Literatura 12,G1201.5,A3;C1;D4,25,
26154,,12,J1203,Tech. and Innovation for Social Change,J1203.3,B2;C5;E4,22,
26154,,12,L1304,Life Purpose,L1304.1,A5;C3;E1,24,
26154,,12,OH1306,Art of Fiction Higher Level,OH1306.1,A1;B4;D2,23,
26154,,12,OI1303,Financial Math,OI1303.1,A4;C2;D5,4,
26154,,12,OI1305,Calculus,OI1305.5,B3;D1;E5,44,
27001,,12,ADVHS01,Advisory HS,ADVHS01.3,E3,5,
27001,,12,E1201,Physical Education and Health 12,E1201.6,A3;C1;D4,30,
27001,,12,G1201,Español & Literatura 12,G1201.2,B3;D1;E5,6,
27001,,12,L1304,Life Purpose,L1304.3,A4;C2;D5,33,
27001,,12,OA1318,AP Environmental Science,OA1318.1,A1;B4;D2,13,
27001,,12,OB1520,AP Statistics,OB1520.2,A5;C3;E1,37,
27001,,12,OB1532,AP Research,OB1532.1,A2;B5;D3,10,
27001,,12,OH1306,Art of Fiction Higher Level,OH1306.2,B2;C5;E4,23,
27001,,12,OI1305,Calculus,OI1305.4,B1;C4;E2,44,
27002,,12,A1204,Environmental Science,A1204.2,B1;C4;E2,13,
27002,,12,ADVHS01,Advisory HS,ADVHS01.22,E3,35,
27002,,12,E1201,Physical Education and Health 12,E1201.1,A1;B4;D2,30,
27002,,12,G1202,AP Spanish Literature and Culture,G1202.1,A3;C1;D4,6,
27002,,12,I1208,AP Calculus BC,I1208.1,A4;C2;D5,44,
27002,,12,L1304,Life Purpose,L1304.1,A5;C3;E1,24,
27002,,12,OB1532,AP Research,OB1532.1,A2;B5;D3,10,
27002,,12,OH1306,Art of Fiction Higher Level,OH1306.3,B3;D1;E5,23,
27003,,12,A1204,Environmental Science,A1204.1,A2;B5;D3,13,
27003,,12,ADVHS01,Advisory HS,ADVHS01.14,E3,25,
27003,,12,E1201,Physical Education and Health 12,E1201.5,B3;D1;E5,30,
27003,,12,G1201,Español & Literatura 12,G1201.5,A3;C1;D4,25,
27003,,12,J1203,Tech. and Innovation for Social Change,J1203.1,B1;C4;E2,20,
27003,,12,L1304,Life Purpose,L1304.3,A4;C2;D5,33,
27003,,12,OH1306,Art of Fiction Higher Level,OH1306.1,A1;B4;D2,23,
27003,,12,OI1305,Calculus,OI1305.1,B2;C5;E4,35,
27005,,12,ADVHS01,Advisory HS,ADVHS01.22,E3,35,
27005,,12,E1201,Physical Education and Health 12,E1201.4,B1;C4;E2,30,
27005,,12,G1201,Español & Literatura 12,G1201.5,A3;C1;D4,25,
27005,,12,I1208,AP Calculus BC,I1208.1,A4;C2;D5,44,
27005,,12,L1304,Life Purpose,L1304.2,A1;B4;D2,24,
27005,,12,OA1322,AP Physics 2,OA1322.2,B3;D1;E5,31,
27005,,12,OB1532,AP Research,OB1532.1,A2;B5;D3,10,
27005,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27005,,12,OI1303,Financial Math,OI1303.2,A5;C3;E1,4,
27006,,12,ADVHS01,Advisory HS,ADVHS01.6,E3,8,
27006,,12,E1201,Physical Education and Health 12,E1201.5,B3;D1;E5,30,
27006,,12,G1201,Español & Literatura 12,G1201.3,A2;B5;D3,6,
27006,,12,I1208,AP Calculus BC,I1208.1,A4;C2;D5,44,
27006,,12,J1203,Tech. and Innovation for Social Change,J1203.4,A5;C3;E1,22,
27006,,12,L1302,Introduction to Law,L1302.2,A3;C1;D4,24,
27006,,12,L1304,Life Purpose,L1304.2,A1;B4;D2,24,
27006,,12,OA1317,AP Chemistry,OA1317.1,B1;C4;E2,38,
27006,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27007,,11,A1105,Physics 11,A1105.1,B3;D1;E5,7,
27007,,11,ADVHS01,Advisory HS,ADVHS01.14,E3,25,
27007,,11,E1101,Physical Education and Health 11,E1101.4,A1;B4;D2,27,
27007,,11,G1203,Español & Literatura 11,G1203.4,B2;C5;E4,36,
27007,,11,L1301,AP Psychology,L1301.3,B1;C4;E2,33,
27007,,11,L1302,Introduction to Law,L1302.2,A3;C1;D4,24,
27007,,11,OC1310,Painting II,OC1310.2,A2;B5;D3,46,
27007,,11,OH1305,Art of Fiction Intermediate Level,OH1305.1,A4;C2;D5,23,
27007,,11,OI1305,Calculus,OI1305.2,A5;C3;E1,35,
27008,,11,,, Art,,,
27008,,11,A1105,Physics 11,A1105.3,B1;C4;E2,41,
27008,,11,ADVHS01,Advisory HS,ADVHS01.25,E3,38,
27008,,11,E1101,Physical Education and Health 11,E1101.4,A1;B4;D2,27,
27008,,11,I1212,AP Macroeconomics,I1212.2,B2;C5;E4,34,
27008,,11,I1213,AP Microeconomics,I1213.2,B2;C5;E4,34,
27008,,11,OC1305,Painting I,OC1305.1,A2;B5;D3,5,
27008,,11,OH1305,Art of Fiction Intermediate Level,OH1305.2,A3;C1;D4,40,
27008,,11,OI1003,Algebra II,OI1003.4,A5;C3;E1,8,
27008,,11,OZ1207,Anatomy and Physiology,OZ1207.1,A4;C2;D5,13,
27009,,11,ADVHS01,Advisory HS,ADVHS01.17,E3,29,
27009,,11,C0904,Band Level I,C0904.2,A2;B5;D3,3,
27009,,11,E1101,Physical Education and Health 11,E1101.1,A5;C3;E1,27,
27009,,11,G1203,Español & Literatura 11,G1203.2,A1;B4;D2,36,
27009,,11,I1211,AP Precalculus,I1211.2,B1;C4;E2,4,
27009,,11,L1301,AP Psychology,L1301.2,A3;C1;D4,33,
27009,,11,OA1319,AP Physics 1,OA1319.2,B2;C5;E4,31,
27009,,11,OH1305,Art of Fiction Intermediate Level,OH1305.1,A4;C2;D5,23,
27010,,12,A1204,Environmental Science,A1204.1,A2;B5;D3,13,
27010,,12,ADVHS01,Advisory HS,ADVHS01.28,E3,42,
27010,,12,E1201,Physical Education and Health 12,E1201.1,A1;B4;D2,30,
27010,,12,G1201,Español & Literatura 12,G1201.5,A3;C1;D4,25,
27010,,12,I1212,AP Macroeconomics,I1212.3,B3;D1;E5,34,
27010,,12,I1213,AP Microeconomics,I1213.3,B3;D1;E5,34,
27010,,12,J1203,Tech. and Innovation for Social Change,J1203.4,A5;C3;E1,22,
27010,,12,OH1501,Journalism Higher Level,OH1501.1,A4;C2;D5,43,
27010,,12,OI1305,Calculus,OI1305.1,B2;C5;E4,35,
27012,,12,A1204,Environmental Science,A1204.1,A2;B5;D3,13,
27012,,12,ADVHS01,Advisory HS,ADVHS01.6,E3,8,
27012,,12,E1201,Physical Education and Health 12,E1201.5,B3;D1;E5,30,
27012,,12,G1201,Español & Literatura 12,G1201.6,A4;C2;D5,36,
27012,,12,J1203,Tech. and Innovation for Social Change,J1203.5,A1;B4;D2,22,
27012,,12,L1304,Life Purpose,L1304.1,A5;C3;E1,24,
27012,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27012,,12,OI1305,Calculus,OI1305.4,B1;C4;E2,44,
27014,,12,ADVHS01,Advisory HS,ADVHS01.15,E3,26,
27014,,12,E1201,Physical Education and Health 12,E1201.2,A4;C2;D5,30,
27014,,12,G1202,AP Spanish Literature and Culture,G1202.1,A3;C1;D4,6,
27014,,12,J1203,Tech. and Innovation for Social Change,J1203.5,A1;B4;D2,22,
27014,,12,L1304,Life Purpose,L1304.4,A2;B5;D3,33,
27014,,12,OA1322,AP Physics 2,OA1322.2,B3;D1;E5,31,
27014,,12,OB1520,AP Statistics,OB1520.2,A5;C3;E1,37,
27014,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27015,,12,ADVHS01,Advisory HS,ADVHS01.22,E3,35,
27015,,12,E1201,Physical Education and Health 12,E1201.5,B3;D1;E5,30,
27015,,12,G1201,Español & Literatura 12,G1201.3,A2;B5;D3,6,
27015,,12,J1203,Tech. and Innovation for Social Change,J1203.1,B1;C4;E2,20,
27015,,12,L1304,Life Purpose,L1304.2,A1;B4;D2,24,
27015,,12,OA1304,AP Biology,OA1304.1,A4;C2;D5,7,
27015,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27015,,12,OI1305,Calculus,OI1305.2,A5;C3;E1,35,
27017,,12,A1204,Environmental Science,A1204.2,B1;C4;E2,13,
27017,,12,ADVHS01,Advisory HS,ADVHS01.36,E3,49,
27017,,12,E1201,Physical Education and Health 12,E1201.3,A5;C3;E1,30,
27017,,12,G1201,Español & Literatura 12,G1201.6,A4;C2;D5,36,
27017,,12,J1203,Tech. and Innovation for Social Change,J1203.2,A2;B5;D3,20,
27017,,12,L1304,Life Purpose,L1304.2,A1;B4;D2,24,
27017,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27017,,12,OI1305,Calculus,OI1305.5,B3;D1;E5,44,
27018,,12,ADVHS01,Advisory HS,ADVHS01.5,E3,7,
27018,,12,E1201,Physical Education and Health 12,E1201.2,A4;C2;D5,30,
27018,,12,G1202,AP Spanish Literature and Culture,G1202.1,A3;C1;D4,6,
27018,,12,J1203,Tech. and Innovation for Social Change,J1203.2,A2;B5;D3,20,
27018,,12,L1304,Life Purpose,L1304.2,A1;B4;D2,24,
27018,,12,OA1322,AP Physics 2,OA1322.2,B3;D1;E5,31,
27018,,12,OB1520,AP Statistics,OB1520.2,A5;C3;E1,37,
27018,,12,OH1306,Art of Fiction Higher Level,OH1306.2,B2;C5;E4,23,
27019,,12,A1204,Environmental Science,A1204.3,B3;D1;E5,13,
27019,,12,ADVHS01,Advisory HS,ADVHS01.32,E3,45,
27019,,12,E1201,Physical Education and Health 12,E1201.1,A1;B4;D2,30,
27019,,12,G1201,Español & Literatura 12,G1201.3,A2;B5;D3,6,
27019,,12,J1203,Tech. and Innovation for Social Change,J1203.4,A5;C3;E1,22,
27019,,12,L1302,Introduction to Law,L1302.2,A3;C1;D4,24,
27019,,12,OC1310,Painting II,OC1310.1,B2;C5;E4,46,
27019,,12,OH1501,Journalism Higher Level,OH1501.1,A4;C2;D5,43,
27019,,12,OI1305,Calculus,OI1305.4,B1;C4;E2,44,
27020,,12,ADVHS01,Advisory HS,ADVHS01.21,E3,34,
27020,,12,E1201,Physical Education and Health 12,E1201.1,A1;B4;D2,30,
27020,,12,G1201,Español & Literatura 12,G1201.6,A4;C2;D5,36,
27020,,12,J1203,Tech. and Innovation for Social Change,J1203.4,A5;C3;E1,22,
27020,,12,L1301,AP Psychology,L1301.2,A3;C1;D4,33,
27020,,12,OA1317,AP Chemistry,OA1317.1,B1;C4;E2,38,
27020,,12,OC1305,Painting I,OC1305.1,A2;B5;D3,5,
27020,,12,OH1306,Art of Fiction Higher Level,OH1306.3,B3;D1;E5,23,
27020,,12,OI1305,Calculus,OI1305.1,B2;C5;E4,35,
27022,,12,ADVHS01,Advisory HS,ADVHS01.2,E3,4,
27022,,12,E1201,Physical Education and Health 12,E1201.5,B3;D1;E5,30,
27022,,12,G1201,Español & Literatura 12,G1201.1,B2;C5;E4,6,
27022,,12,I1204,AP Calculus AB,I1204.1,A2;B5;D3,44,
27022,,12,J1203,Tech. and Innovation for Social Change,J1203.4,A5;C3;E1,22,
27022,,12,L1304,Life Purpose,L1304.3,A4;C2;D5,33,
27022,,12,OA1322,AP Physics 2,OA1322.1,A3;C1;D4,31,
27023,,12,ADVHS01,Advisory HS,ADVHS01.30,E3,15,
27023,,12,E1201,Physical Education and Health 12,E1201.3,A5;C3;E1,30,
27023,,12,G1201,Español & Literatura 12,G1201.2,B3;D1;E5,6,
27023,,12,H1201B,AP English Literature and Composition,H1201B.2,,23,
27023,,12,I1208,AP Calculus BC,I1208.1,A4;C2;D5,44,
27023,,12,L1303,Pensar nuestro tiempo,L1303.1,B2;C5;E4,24,
27023,,12,OA1322,AP Physics 2,OA1322.1,A3;C1;D4,31,
27023,,12,OB1532,AP Research,OB1532.1,A2;B5;D3,10,
27023,,12,OC1314,AP Drawing,OC1314.1,B1;C4;E2,46,
27024,,11,ADVHS01,Advisory HS,ADVHS01.3,E3,5,
27024,,11,E1101,Physical Education and Health 11,E1101.1,A5;C3;E1,27,
27024,,11,G1203,Español & Literatura 11,G1203.1,A2;B5;D3,36,
27024,,11,L1304,Life Purpose,L1304.2,A1;B4;D2,24,
27024,,11,OA1317,AP Chemistry,OA1317.1,B1;C4;E2,38,
27024,,11,OA1319,AP Physics 1,OA1319.2,B2;C5;E4,31,
27024,,11,OH1305,Art of Fiction Intermediate Level,OH1305.1,A4;C2;D5,23,
27024,,11,OI1305,Calculus,OI1305.5,B3;D1;E5,44,
27025,,12,A1204,Environmental Science,A1204.2,B1;C4;E2,13,
27025,,12,ADVHS01,Advisory HS,ADVHS01.11,E3,22,
27025,,12,E1201,Physical Education and Health 12,E1201.1,A1;B4;D2,30,
27025,,12,G1202,AP Spanish Literature and Culture,G1202.1,A3;C1;D4,6,
27025,,12,I1212,AP Macroeconomics,I1212.2,B2;C5;E4,34,
27025,,12,I1213,AP Microeconomics,I1213.3,B3;D1;E5,34,
27025,,12,J1203,Tech. and Innovation for Social Change,J1203.2,A2;B5;D3,20,
27025,,12,OH1501,Journalism Higher Level,OH1501.1,A4;C2;D5,43,
27025,,12,OI1303,Financial Math,OI1303.2,A5;C3;E1,4,
27026,,12,A1204,Environmental Science,A1204.2,B1;C4;E2,13,
27026,,12,ADVHS01,Advisory HS,ADVHS01.10,E3,21,
27026,,12,E1201,Physical Education and Health 12,E1201.6,A3;C1;D4,30,
27026,,12,G1201,Español & Literatura 12,G1201.3,A2;B5;D3,6,
27026,,12,J1203,Tech. and Innovation for Social Change,J1203.3,B2;C5;E4,22,
27026,,12,L1304,Life Purpose,L1304.3,A4;C2;D5,33,
27026,,12,OH1306,Art of Fiction Higher Level,OH1306.1,A1;B4;D2,23,
27026,,12,OI1305,Calculus,OI1305.2,A5;C3;E1,35,
27026,,12,OJ1203,Entrepreneurship Business Technology,OJ1203.2,B3;D1;E5,22,
27027,,12,A1204,Environmental Science,A1204.2,B1;C4;E2,13,
27027,,12,ADVHS01,Advisory HS,ADVHS01.34,E3,47,
27027,,12,E1201,Physical Education and Health 12,E1201.5,B3;D1;E5,30,
27027,,12,G1201,Español & Literatura 12,G1201.4,A1;B4;D2,6,
27027,,12,J1203,Tech. and Innovation for Social Change,J1203.4,A5;C3;E1,22,
27027,,12,L1302,Introduction to Law,L1302.2,A3;C1;D4,24,
27027,,12,OC1310,Painting II,OC1310.2,A2;B5;D3,46,
27027,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27027,,12,OI1305,Calculus,OI1305.3,A4;C2;D5,35,
27028,,12,A1204,Environmental Science,A1204.3,B3;D1;E5,13,
27028,,12,ADVHS01,Advisory HS,ADVHS01.4,E3,6,
27028,,12,E1201,Physical Education and Health 12,E1201.6,A3;C1;D4,30,
27028,,12,G1201,Español & Literatura 12,G1201.4,A1;B4;D2,6,
27028,,12,L1303,Pensar nuestro tiempo,L1303.1,B2;C5;E4,24,
27028,,12,OB1532,AP Research,OB1532.1,A2;B5;D3,10,
27028,,12,OH1501,Journalism Higher Level,OH1501.1,A4;C2;D5,43,
27029,,12,A1204,Environmental Science,A1204.3,B3;D1;E5,13,
27029,,12,ADVHS01,Advisory HS,ADVHS01.20,E3,33,
27029,,12,E1201,Physical Education and Health 12,E1201.1,A1;B4;D2,30,
27029,,12,G1201,Español & Literatura 12,G1201.5,A3;C1;D4,25,
27029,,12,I1208,AP Calculus BC,I1208.1,A4;C2;D5,44,
27029,,12,J1203,Tech. and Innovation for Social Change,J1203.1,B1;C4;E2,20,
27029,,12,L1304,Life Purpose,L1304.4,A2;B5;D3,33,
27029,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27029,,12,OI1303,Financial Math,OI1303.2,A5;C3;E1,4,
27030,,12,ADVHS01,Advisory HS,ADVHS01.12,E3,23,
27030,,12,E1201,Physical Education and Health 12,E1201.4,B1;C4;E2,30,
27030,,12,G1201,Español & Literatura 12,G1201.2,B3;D1;E5,6,
27030,,12,J1203,Tech. and Innovation for Social Change,J1203.3,B2;C5;E4,22,
27030,,12,L1304,Life Purpose,L1304.4,A2;B5;D3,33,
27030,,12,OA1322,AP Physics 2,OA1322.1,A3;C1;D4,31,
27030,,12,OH1306,Art of Fiction Higher Level,OH1306.1,A1;B4;D2,23,
27030,,12,OI1305,Calculus,OI1305.3,A4;C2;D5,35,
27032,,12,ADVHS01,Advisory HS,ADVHS01.8,E3,19,
27032,,12,E1201,Physical Education and Health 12,E1201.2,A4;C2;D5,30,
27032,,12,G1201,Español & Literatura 12,G1201.1,B2;C5;E4,6,
27032,,12,J1203,Tech. and Innovation for Social Change,J1203.1,B1;C4;E2,20,
27032,,12,L1304,Life Purpose,L1304.4,A2;B5;D3,33,
27032,,12,OC1310,Painting II,OC1310.3,A3;C1;D4,46,
27032,,12,OH1306,Art of Fiction Higher Level,OH1306.1,A1;B4;D2,23,
27032,,12,OI1305,Calculus,OI1305.5,B3;D1;E5,44,
27035,,12,ADVHS01,Advisory HS,ADVHS01.2,E3,4,
27035,,12,E1201,Physical Education and Health 12,E1201.4,B1;C4;E2,30,
27035,,12,G1201,Español & Literatura 12,G1201.2,B3;D1;E5,6,
27035,,12,L1304,Life Purpose,L1304.1,A5;C3;E1,24,
27035,,12,OA1322,AP Physics 2,OA1322.1,A3;C1;D4,31,
27035,,12,OB1532,AP Research,OB1532.1,A2;B5;D3,10,
27035,,12,OH1306,Art of Fiction Higher Level,OH1306.1,A1;B4;D2,23,
27035,,12,OI1303,Financial Math,OI1303.1,A4;C2;D5,4,
27035,,12,OI1305,Calculus,OI1305.1,B2;C5;E4,35,
27036,,12,A1204,Environmental Science,A1204.1,A2;B5;D3,13,
27036,,12,ADVHS01,Advisory HS,ADVHS01.12,E3,23,
27036,,12,E1201,Physical Education and Health 12,E1201.1,A1;B4;D2,30,
27036,,12,G1201,Español & Literatura 12,G1201.2,B3;D1;E5,6,
27036,,12,I1204,AP Calculus AB,I1204.2,B2;C5;E4,44,
27036,,12,J1203,Tech. and Innovation for Social Change,J1203.1,B1;C4;E2,20,
27036,,12,L1302,Introduction to Law,L1302.2,A3;C1;D4,24,
27036,,12,OH1501,Journalism Higher Level,OH1501.1,A4;C2;D5,43,
27036,,12,OI1303,Financial Math,OI1303.2,A5;C3;E1,4,
27038,,12,A1204,Environmental Science,A1204.2,B1;C4;E2,13,
27038,,12,ADVHS01,Advisory HS,ADVHS01.15,E3,26,
27038,,12,E1201,Physical Education and Health 12,E1201.5,B3;D1;E5,30,
27038,,12,G1201,Español & Literatura 12,G1201.6,A4;C2;D5,36,
27038,,12,J1203,Tech. and Innovation for Social Change,J1203.5,A1;B4;D2,22,
27038,,12,L1302,Introduction to Law,L1302.2,A3;C1;D4,24,
27038,,12,OC1310,Painting II,OC1310.2,A2;B5;D3,46,
27038,,12,OH1306,Art of Fiction Higher Level,OH1306.2,B2;C5;E4,23,
27038,,12,OI1305,Calculus,OI1305.2,A5;C3;E1,35,
27040,,12,A1204,Environmental Science,A1204.3,B3;D1;E5,13,
27040,,12,ADVHS01,Advisory HS,ADVHS01.34,E3,47,
27040,,12,E1201,Physical Education and Health 12,E1201.4,B1;C4;E2,30,
27040,,12,G1201,Español & Literatura 12,G1201.4,A1;B4;D2,6,
27040,,12,J1203,Tech. and Innovation for Social Change,J1203.3,B2;C5;E4,22,
27040,,12,L1304,Life Purpose,L1304.4,A2;B5;D3,33,
27040,,12,OC1310,Painting II,OC1310.3,A3;C1;D4,46,
27040,,12,OH1501,Journalism Higher Level,OH1501.1,A4;C2;D5,43,
27040,,12,OI1305,Calculus,OI1305.2,A5;C3;E1,35,
27041,,11,ADVHS01,Advisory HS,ADVHS01.28,E3,42,
27041,,11,E1101,Physical Education and Health 11,E1101.4,A1;B4;D2,27,
27041,,11,G1203,Español & Literatura 11,G1203.4,B2;C5;E4,36,
27041,,11,I1204,AP Calculus AB,I1204.1,A2;B5;D3,44,
27041,,11,L1301,AP Psychology,L1301.2,A3;C1;D4,33,
27041,,11,OA1319,AP Physics 1,OA1319.1,A5;C3;E1,31,
27041,,11,OC1314,AP Drawing,OC1314.1,B1;C4;E2,46,
27041,,11,OH1305,Art of Fiction Intermediate Level,OH1305.1,A4;C2;D5,23,
27042,,12,ADVHS01,Advisory HS,ADVHS01.31,E3,44,
27042,,12,E1201,Physical Education and Health 12,E1201.6,A3;C1;D4,30,
27042,,12,G1201,Español & Literatura 12,G1201.3,A2;B5;D3,6,
27042,,12,J1203,Tech. and Innovation for Social Change,J1203.1,B1;C4;E2,20,
27042,,12,L1304,Life Purpose,L1304.1,A5;C3;E1,24,
27042,,12,OA1304,AP Biology,OA1304.1,A4;C2;D5,7,
27042,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27042,,12,OI1305,Calculus,OI1305.5,B3;D1;E5,44,
27043,,12,A1204,Environmental Science,A1204.3,B3;D1;E5,13,
27043,,12,ADVHS01,Advisory HS,ADVHS01.5,E3,7,
27043,,12,E1201,Physical Education and Health 12,E1201.4,B1;C4;E2,30,
27043,,12,G1201,Español & Literatura 12,G1201.5,A3;C1;D4,25,
27043,,12,I1212,AP Macroeconomics,I1212.2,B2;C5;E4,34,
27043,,12,I1213,AP Microeconomics,I1213.2,B2;C5;E4,34,
27043,,12,L1304,Life Purpose,L1304.2,A1;B4;D2,24,
27043,,12,OB1520,AP Statistics,OB1520.2,A5;C3;E1,37,
27043,,12,OB1532,AP Research,OB1532.1,A2;B5;D3,10,
27043,,12,OH1501,Journalism Higher Level,OH1501.1,A4;C2;D5,43,
27044,,12,ADVHS01,Advisory HS,ADVHS01.34,E3,47,
27044,,12,E1201,Physical Education and Health 12,E1201.6,A3;C1;D4,30,
27044,,12,G1201,Español & Literatura 12,G1201.3,A2;B5;D3,6,
