StudentID,StudentName,Grade,CourseID,CourseName,SectionID,Slots,TeacherID,TeacherName
27018,,12,ADVHS01,Advisory HS,ADVHS01.28,E3,42,
27018,,12,E1201,Physical Education and Health 12,E1201.4,B1;C4;E2,30,
27018,,12,G1202,AP Spanish Literature and Culture,G1202.1,A3;C1;D4,6,
27018,,12,J1203,Tech. and Innovation for Social Change,J1203.5,A1;B4;D2,22,
27018,,12,L1304,Life Purpose,L1304.3,A4;C2;D5,33,
27018,,12,OA1322,AP Physics 2,OA1322.2,B3;D1;E5,31,
27018,,12,OB1520,AP Statistics,OB1520.2,A5;C3;E1,37,
27018,,12,OH1306,Art of Fiction Higher Level,OH1306.2,B2;C5;E4,23,
27019,,12,A1204,Environmental Science,A1204.2,B1;C4;E2,13,
27019,,12,ADVHS01,Advisory HS,ADVHS01.10,E3,21,
27019,,12,E1201,Physical Education and Health 12,E1201.5,B3;D1;E5,30,
27019,,12,G1201,Español & Literatura 12,G1201.4,A1;B4;D2,6,
27019,,12,J1203,Tech. and Innovation for Social Change,J1203.2,A2;B5;D3,20,
27019,,12,L1302,Introduction to Law,L1302.1,A4;C2;D5,24,
27019,,12,OC1310,Painting II,OC1310.3,A3;C1;D4,46,
27019,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27019,,12,OI1305,Calculus,OI1305.2,A5;C3;E1,35,
27020,,12,ADVHS01,Advisory HS,ADVHS01.6,E3,8,
27020,,12,E1201,Physical Education and Health 12,E1201.1,A1;B4;D2,30,
27020,,12,G1201,Español & Literatura 12,G1201.6,A4;C2;D5,36,
27020,,12,J1203,Tech. and Innovation for Social Change,J1203.2,A2;B5;D3,20,
27020,,12,L1301,AP Psychology,L1301.2,A3;C1;D4,33,
27020,,12,OA1317,AP Chemistry,OA1317.1,B1;C4;E2,38,
27020,,12,OC1305,Painting I,OC1305.3,A5;C3;E1,5,
27020,,12,OH1306,Art of Fiction Higher Level,OH1306.2,B2;C5;E4,23,
27020,,12,OI1305,Calculus,OI1305.5,B3;D1;E5,44,
27022,,12,ADVHS01,Advisory HS,ADVHS01.14,E3,25,
27022,,12,E1201,Physical Education and Health 12,E1201.3,A5;C3;E1,30,
27022,,12,G1201,Español & Literatura 12,G1201.6,A4;C2;D5,36,
27022,,12,I1204,AP Calculus AB,I1204.2,B2;C5;E4,44,
27022,,12,J1203,Tech. and Innovation for Social Change,J1203.1,B1;C4;E2,20,
27022,,12,L1304,Life Purpose,L1304.4,A2;B5;D3,33,
27022,,12,OA1322,AP Physics 2,OA1322.2,B3;D1;E5,31,
27023,,12,ADVHS01,Advisory HS,ADVHS01.13,E3,24,
27023,,12,E1201,Physical Education and Health 12,E1201.3,A5;C3;E1,30,
27023,,12,G1201,Español & Literatura 12,G1201.4,A1;B4;D2,6,
27023,,12,H1201B,AP English Literature and Composition,H1201B.2,,23,
27023,,12,I1208,AP Calculus BC,I1208.1,A4;C2;D5,44,
27023,,12,L1303,Pensar nuestro tiempo,L1303.1,B2;C5;E4,24,
27023,,12,OA1322,AP Physics 2,OA1322.1,A3;C1;D4,31,
27023,,12,OB1532,AP Research,OB1532.1,A2;B5;D3,10,
27023,,12,OC1314,AP Drawing,OC1314.1,B1;C4;E2,46,
27024,,11,ADVHS01,Advisory HS,ADVHS01.35,E3,48,
27024,,11,C0907,Band Level III,C0907.1,A5;C3;E1,3,
27024,,11,E1101,Physical Education and Health 11,E1101.3,B3;D1;E5,27,
27024,,11,G1203,Español & Literatura 11,G1203.2,A1;B4;D2,36,
27024,,11,L1304,Life Purpose,L1304.4,A2;B5;D3,33,
27024,,11,OA1317,AP Chemistry,OA1317.1,B1;C4;E2,38,
27024,,11,OA1319,AP Physics 1,OA1319.2,B2;C5;E4,31,
27024,,11,OH1305,Art of Fiction Intermediate Level,OH1305.2,A3;C1;D4,40,
27024,,11,OI1305,Calculus,OI1305.3,A4;C2;D5,35,
27025,,12,A1204,Environmental Science,A1204.3,B3;D1;E5,13,
27025,,12,ADVHS01,Advisory HS,ADVHS01.1,E3,3,
27025,,12,C0907,Band Level III,C0907.1,A5;C3;E1,3,
27025,,12,E1201,Physical Education and Health 12,E1201.1,A1;B4;D2,30,
27025,,12,G1202,AP Spanish Literature and Culture,G1202.1,A3;C1;D4,6,
27025,,12,I1212,AP Macroeconomics,I1212.1,B1;C4;E2,34,
27025,,12,I1213,AP Microeconomics,I1213.1,B1;C4;E2,34,
27025,,12,J1203,Tech. and Innovation for Social Change,J1203.2,A2;B5;D3,20,
27025,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27025,,12,OI1303,Financial Math,OI1303.1,A4;C2;D5,4,
27026,,12,A1204,Environmental Science,A1204.1,A2;B5;D3,13,
27026,,12,ADVHS01,Advisory HS,ADVHS01.1,E3,3,
27026,,12,E1201,Physical Education and Health 12,E1201.5,B3;D1;E5,30,
27026,,12,G1201,Español & Literatura 12,G1201.4,A1;B4;D2,6,
27026,,12,J1203,Tech. and Innovation for Social Change,J1203.1,B1;C4;E2,20,
27026,,12,L1304,Life Purpose,L1304.3,A4;C2;D5,33,
27026,,12,OH1306,Art of Fiction Higher Level,OH1306.2,B2;C5;E4,23,
27026,,12,OI1305,Calculus,OI1305.2,A5;C3;E1,35,
27026,,12,OJ1203,Entrepreneurship Business Technology,OJ1203.1,A3;C1;D4,22,
27027,,12,A1204,Environmental Science,A1204.2,B1;C4;E2,13,
27027,,12,ADVHS01,Advisory HS,ADVHS01.22,E3,35,
27027,,12,E1201,Physical Education and Health 12,E1201.5,B3;D1;E5,30,
27027,,12,G1201,Español & Literatura 12,G1201.4,A1;B4;D2,6,
27027,,12,J1203,Tech. and Innovation for Social Change,J1203.2,A2;B5;D3,20,
27027,,12,L1302,Introduction to Law,L1302.1,A4;C2;D5,24,
27027,,12,OC1310,Painting II,OC1310.3,A3;C1;D4,46,
27027,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27027,,12,OI1305,Calculus,OI1305.2,A5;C3;E1,35,
27028,,12,A1204,Environmental Science,A1204.2,B1;C4;E2,13,
27028,,12,ADVHS01,Advisory HS,ADVHS01.18,E3,31,
27028,,12,E1201,Physical Education and Health 12,E1201.3,A5;C3;E1,30,
27028,,12,G1201,Español & Literatura 12,G1201.4,A1;B4;D2,6,
27028,,12,L1303,Pensar nuestro tiempo,L1303.1,B2;C5;E4,24,
27028,,12,OB1532,AP Research,OB1532.1,A2;B5;D3,10,
27028,,12,OH1501,Journalism Higher Level,OH1501.1,A4;C2;D5,43,
27029,,12,A1204,Environmental Science,A1204.3,B3;D1;E5,13,
27029,,12,ADVHS01,Advisory HS,ADVHS01.28,E3,42,
27029,,12,E1201,Physical Education and Health 12,E1201.6,A3;C1;D4,30,
27029,,12,G1201,Español & Literatura 12,G1201.3,A2;B5;D3,6,
27029,,12,I1208,AP Calculus BC,I1208.1,A4;C2;D5,44,
27029,,12,J1203,Tech. and Innovation for Social Change,J1203.1,B1;C4;E2,20,
27029,,12,L1304,Life Purpose,L1304.2,A1;B4;D2,24,
27029,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27029,,12,OI1303,Financial Math,OI1303.2,A5;C3;E1,4,
27030,,12,ADVHS01,Advisory HS,ADVHS01.16,E3,28,
27030,,12,E1201,Physical Education and Health 12,E1201.3,A5;C3;E1,30,
27030,,12,G1201,Español & Literatura 12,G1201.5,A3;C1;D4,25,
27030,,12,J1203,Tech. and Innovation for Social Change,J1203.5,A1;B4;D2,22,
27030,,12,L1304,Life Purpose,L1304.4,A2;B5;D3,33,
27030,,12,OA1322,AP Physics 2,OA1322.2,B3;D1;E5,31,
27030,,12,OH1306,Art of Fiction Higher Level,OH1306.2,B2;C5;E4,23,
27030,,12,OI1305,Calculus,OI1305.3,A4;C2;D5,35,
27032,,12,ADVHS01,Advisory HS,ADVHS01.13,E3,24,
27032,,12,E1201,Physical Education and Health 12,E1201.4,B1;C4;E2,30,
27032,,12,G1201,Español & Literatura 12,G1201.5,A3;C1;D4,25,
27032,,12,J1203,Tech. and Innovation for Social Change,J1203.5,A1;B4;D2,22,
27032,,12,L1304,Life Purpose,L1304.3,A4;C2;D5,33,
27032,,12,OC1310,Painting II,OC1310.1,B2;C5;E4,46,
27032,,12,OH1306,Art of Fiction Higher Level,OH1306.3,B3;D1;E5,23,
27032,,12,OI1305,Calculus,OI1305.2,A5;C3;E1,35,
27035,,12,ADVHS01,Advisory HS,ADVHS01.24,E3,37,
27035,,12,E1201,Physical Education and Health 12,E1201.4,B1;C4;E2,30,
27035,,12,G1201,Español & Literatura 12,G1201.4,A1;B4;D2,6,
27035,,12,L1304,Life Purpose,L1304.1,A5;C3;E1,24,
27035,,12,OA1322,AP Physics 2,OA1322.1,A3;C1;D4,31,
27035,,12,OB1532,AP Research,OB1532.1,A2;B5;D3,10,
27035,,12,OH1306,Art of Fiction Higher Level,OH1306.2,B2;C5;E4,23,
27035,,12,OI1303,Financial Math,OI1303.1,A4;C2;D5,4,
27035,,12,OI1305,Calculus,OI1305.5,B3;D1;E5,44,
27036,,12,A1204,Environmental Science,A1204.2,B1;C4;E2,13,
27036,,12,ADVHS01,Advisory HS,ADVHS01.12,E3,23,
27036,,12,E1201,Physical Education and Health 12,E1201.5,B3;D1;E5,30,
27036,,12,G1201,Español & Literatura 12,G1201.3,A2;B5;D3,6,
27036,,12,I1204,AP Calculus AB,I1204.2,B2;C5;E4,44,
27036,,12,J1203,Tech. and Innovation for Social Change,J1203.5,A1;B4;D2,22,
27036,,12,L1302,Introduction to Law,L1302.2,A3;C1;D4,24,
27036,,12,OH1501,Journalism Higher Level,OH1501.1,A4;C2;D5,43,
27036,,12,OI1303,Financial Math,OI1303.2,A5;C3;E1,4,
27038,,12,A1204,Environmental Science,A1204.3,B3;D1;E5,13,
27038,,12,ADVHS01,Advisory HS,ADVHS01.5,E3,7,
27038,,12,E1201,Physical Education and Health 12,E1201.2,A4;C2;D5,30,
27038,,12,G1201,Español & Literatura 12,G1201.1,B2;C5;E4,6,
27038,,12,J1203,Tech. and Innovation for Social Change,J1203.1,B1;C4;E2,20,
27038,,12,L1302,Introduction to Law,L1302.2,A3;C1;D4,24,
27038,,12,OC1310,Painting II,OC1310.2,A2;B5;D3,46,
27038,,12,OH1306,Art of Fiction Higher Level,OH1306.1,A1;B4;D2,23,
27038,,12,OI1305,Calculus,OI1305.2,A5;C3;E1,35,
27040,,12,A1204,Environmental Science,A1204.2,B1;C4;E2,13,
27040,,12,ADVHS01,Advisory HS,ADVHS01.8,E3,19,
27040,,12,E1201,Physical Education and Health 12,E1201.3,A5;C3;E1,30,
27040,,12,G1201,Español & Literatura 12,G1201.4,A1;B4;D2,6,
27040,,12,J1203,Tech. and Innovation for Social Change,J1203.3,B2;C5;E4,22,
27040,,12,L1304,Life Purpose,L1304.4,A2;B5;D3,33,
27040,,12,OC1310,Painting II,OC1310.3,A3;C1;D4,46,
27040,,12,OH1501,Journalism Higher Level,OH1501.1,A4;C2;D5,43,
27040,,12,OI1305,Calculus,OI1305.5,B3;D1;E5,44,
27041,,11,ADVHS01,Advisory HS,ADVHS01.36,E3,49,
27041,,11,E1101,Physical Education and Health 11,E1101.3,B3;D1;E5,27,
27041,,11,G1203,Español & Literatura 11,G1203.2,A1;B4;D2,36,
27041,,11,I1204,AP Calculus AB,I1204.1,A2;B5;D3,44,
27041,,11,L1301,AP Psychology,L1301.1,A5;C3;E1,33,
27041,,11,OA1319,AP Physics 1,OA1319.2,B2;C5;E4,31,
27041,,11,OC1306,Sculpture I,OC1306.1,A3;C1;D4,5,
27041,,11,OC1314,AP Drawing,OC1314.1,B1;C4;E2,46,
27041,,11,OH1305,Art of Fiction Intermediate Level,OH1305.1,A4;C2;D5,23,
27042,,12,ADVHS01,Advisory HS,ADVHS01.12,E3,23,
27042,,12,E1201,Physical Education and Health 12,E1201.5,B3;D1;E5,30,
27042,,12,G1201,Español & Literatura 12,G1201.5,A3;C1;D4,25,
27042,,12,J1203,Tech. and Innovation for Social Change,J1203.2,A2;B5;D3,20,
27042,,12,L1304,Life Purpose,L1304.1,A5;C3;E1,24,
27042,,12,OA1304,AP Biology,OA1304.1,A4;C2;D5,7,
27042,,12,OH1501,Journalism Higher Level,OH1501.2,B2;C5;E4,43,
27042,,12,OI1003,Algebra II,OI1003.2,A1;B4;D2,8,
27042,,12,OI1305,Calculus,OI1305.4,B1;C4;E2,44,
27043,,12,A1204,Environmental Science,A1204.2,B1;C4;E2,13,
27043,,12,ADVHS01,Advisory HS,ADVHS01.20,E3,33,
27043,,12,E1201,Physical Education and Health 12,E1201.1,A1;B4;D2,30,
27043,,12,G1201,Español & Literatura 12,G1201.5,A3;C1;D4,25,
27043,,12,I1212,AP Macroeconomics,I1212.3,B3;D1;E5,34,
