student_id,name,grade,counselor_id,restricted_teacher_ids
28084,Student_28084,11,,
30047,Student_30047,9,,
30114,Student_30114,9,,
30014,Student_30014,9,,
30112,Student_30112,9,,
30002,Student_30002,9,,
29040,Student_29040,10,,
29137,Student_29137,10,,
29120,Student_29120,10,,
29022,Student_29022,10,,
27019,Student_27019,12,,
30019,Student_30019,9,,
30172,Student_30172,9,,
30124,Student_30124,9,,
27152,Student_27152,11,,
29039,Student_29039,10,,
29010,Student_29010,10,,
28044,Student_28044,11,,
30136,Student_30136,9,,
30005,Student_30005,9,,
27018,Student_27018,12,,
27071,Student_27071,12,,
28047,Student_28047,11,,
29083,Student_29083,10,,
29011,Student_29011,10,,
27005,Student_27005,12,,
28163,Student_28163,11,,
28139,Student_28139,11,,
30092,Student_30092,9,,
30182,Student_30182,9,,
27010,Student_27010,12,,
27014,Student_27014,12,,
29119,Student_29119,10,,
27106,Student_27106,12,,
27142,Student_27142,12,,
28036,Student_28036,11,,
29080,Student_29080,10,,
28050,Student_28050,11,,
29008,Student_29008,10,,
30003,Student_30003,9,,
30008,Student_30008,9,,
28061,Student_28061,11,,
30031,Student_30031,9,,
30066,Student_30066,9,,
28013,Student_28013,11,,
30072,Student_30072,9,,
30085,Student_30085,9,,
30076,Student_30076,9,,
28022,Student_28022,11,,
26023,Student_26023,12,,
27160,Student_27160,12,,
28137,Student_28137,11,,
29172,Student_29172,10,,
27006,Student_27006,12,,
27098,Student_27098,12,,
28031,Student_28031,11,,
28140,Student_28140,11,,
28089,Student_28089,11,,
27130,Student_27130,12,,
29133,Student_29133,10,,
28166,Student_28166,11,,
27057,Student_27057,11,,
27012,Student_27012,12,,
28135,Student_28135,11,,
29046,Student_29046,10,,
26106,Student_26106,12,,
29027,Student_29027,10,,
27097,Student_27097,12,,
29050,Student_29050,10,,
29014,Student_29014,9,,
29155,Student_29155,10,,
28164,Student_28164,11,,
27035,Student_27035,12,,
29071,Student_29071,10,,
27025,Student_27025,12,,
27081,Student_27081,12,,
27131,Student_27131,12,,
29052,Student_29052,10,,
29034,Student_29034,10,,
30161,Student_30161,9,,
29153,Student_29153,10,,
28054,Student_28054,11,,
28102,Student_28102,11,,
30079,Student_30079,9,,
30111,Student_30111,9,,
30125,Student_30125,9,,
30069,Student_30069,9,,
30023,Student_30023,9,,
30055,Student_30055,9,,
29113,Student_29113,10,,
29089,Student_29089,10,,
30036,Student_30036,9,,
29173,Student_29173,10,,
28046,Student_28046,10,,
29018,Student_29018,10,,
27085,Student_27085,12,,
30077,Student_30077,9,,
28178,Student_28178,11,,
27022,Student_27022,12,,
30027,Student_30027,9,,
30043,Student_30043,9,,
29106,Student_29106,10,,
27017,Student_27017,12,,
29122,Student_29122,10,,
27040,Student_27040,12,,
30155,Student_30155,9,,
30025,Student_30025,9,,
29003,Student_29003,10,,
30153,Student_30153,9,,
30135,Student_30135,9,,
30123,Student_30123,9,,
30064,Student_30064,9,,
30109,Student_30109,9,,
30058,Student_30058,9,,
30089,Student_30089,9,,
30093,Student_30093,9,,
29135,Student_29135,10,,
30054,Student_30054,9,,
29090,Student_29090,9,,
30037,Student_30037,9,,
30094,Student_30094,9,,
30010,Student_30010,9,,
30038,Student_30038,9,,
30039,Student_30039,9,,
27054,Student_27054,12,,
27059,Student_27059,12,,
28111,Student_28111,11,,
29066,Student_29066,10,,
29128,Student_29128,10,,
28028,Student_28028,11,,
30081,Student_30081,9,,
29017,Student_29017,9,,
28175,Student_28175,11,,
30006,Student_30006,9,,
30022,Student_30022,9,,
29102,Student_29102,9,,
30177,Student_30177,9,,
30065,Student_30065,9,,
30148,Student_30148,9,,
27055,Student_27055,12,,
30009,Student_30009,9,,
30029,Student_30029,9,,
30048,Student_30048,9,,
27088,Student_27088,11,,
28051,Student_28051,11,,
29110,Student_29110,10,,
29067,Student_29067,10,,
30082,Student_30082,9,,
27094,Student_27094,11,,
29077,Student_29077,10,,
29112,Student_29112,10,,
30013,Student_30013,9,,
29125,Student_29125,10,,
28058,Student_28058,11,,
30049,Student_30049,9,,
30070,Student_30070,9,,
30021,Student_30021,9,,
30059,Student_30059,9,,
29124,Student_29124,10,,
29023,Student_29023,10,,
27123,Student_27123,12,,
30121,Student_30121,9,,
27174,Student_27174,12,,
30057,Student_30057,9,,
29087,Student_29087,10,,
29016,Student_29016,10,,
30146,Student_30146,9,,
27051,Student_27051,12,,
29142,Student_29142,10,,
30127,Student_30127,9,,
27127,Student_27127,12,,
29029,Student_29029,10,,
28060,Student_28060,11,,
30117,Student_30117,9,,
28176,Student_28176,11,,
30018,Student_30018,9,,
27052,Student_27052,12,,
29085,Student_29085,10,,
30175,Student_30175,9,,
30106,Student_30106,9,,
30033,Student_30033,9,,
29129,Student_29129,10,,
29049,Student_29049,10,,
28024,Student_28024,11,,
28074,Student_28074,11,,
30154,Student_30154,9,,
29159,Student_29159,10,,
30034,Student_30034,9,,
29012,Student_29012,10,,
27028,Student_27028,12,,
28170,Student_28170,11,,
27139,Student_27139,12,,
29138,Student_29138,10,,
100052,Student_100052,11,,
28039,Student_28039,11,,
27046,Student_27046,12,,
27129,Student_27129,12,,
27151,Student_27151,12,,
30119,Student_30119,9,,
30139,Student_30139,9,,
27148,Student_27148,12,,
30024,Student_30024,9,,
27001,Student_27001,12,,
29069,Student_29069,10,,
29004,Student_29004,10,,
27093,Student_27093,12,,
30062,Student_30062,9,,
27138,Student_27138,12,,
28003,Student_28003,11,,
29115,Student_29115,10,,
28120,Student_28120,12,,
26024,Student_26024,12,,
28015,Student_28015,11,,
28109,Student_28109,11,,
27049,Student_27049,12,,
27101,Student_27101,12,,
29096,Student_29096,10,,
27061,Student_27061,12,,
28159,Student_28159,11,,
28073,Student_28073,11,,
27060,Student_27060,12,,
27169,Student_27169,12,,
29059,Student_29059,10,,
28026,Student_28026,11,,
29116,Student_29116,10,,
27008,Student_27008,11,,
29131,Student_29131,10,,
28079,Student_28079,11,,
30166,Student_30166,9,,
28007,Student_28007,11,,
29045,Student_29045,10,,
27050,Student_27050,12,,
27092,Student_27092,12,,
29157,Student_29157,10,,
28064,Student_28064,11,,
29097,Student_29097,10,,
29081,Student_29081,10,,
30097,Student_30097,9,,
27038,Student_27038,12,,
28116,Student_28116,11,,
27113,Student_27113,12,,
30001,Student_30001,9,,
28144,Student_28144,10,,
28161,Student_28161,11,,
28157,Student_28157,11,,
27024,Student_27024,11,,
29100,Student_29100,9,,
30176,Student_30176,9,,
28017,Student_28017,11,,
29136,Student_29136,10,,
28117,Student_28117,11,,
27078,Student_27078,12,,
28029,Student_28029,11,,
28005,Student_28005,11,,
30074,Student_30074,9,,
30158,Student_30158,9,,
29065,Student_29065,10,,
28055,Student_28055,11,,
29042,Student_29042,10,,
28106,Student_28106,11,,
28043,Student_28043,11,,
29170,Student_29170,10,,
26154,Student_26154,12,,
28032,Student_28032,10,,
28030,Student_28030,11,,
29074,Student_29074,10,,
28171,Student_28171,11,,
29002,Student_29002,10,,
29070,Student_29070,10,,
28001,Student_28001,11,,
28048,Student_28048,11,,
29025,Student_29025,10,,
29091,Student_29091,10,,
29061,Student_29061,10,,
28100,Student_28100,11,,
27030,Student_27030,12,,
29126,Student_29126,10,,
26040,Student_26040,12,,
27179,Student_27179,12,,
27053,Student_27053,12,,
27077,Student_27077,12,,
27105,Student_27105,12,,
27079,Student_27079,12,,
27164,Student_27164,12,,
29001,Student_29001,10,,
29048,Student_29048,10,,
28146,Student_28146,11,,
29015,Student_29015,10,,
28105,Student_28105,11,,
27163,Student_27163,12,,
29148,Student_29148,10,,
29099,Student_29099,10,,
30160,Student_30160,9,,
28098,Student_28098,11,,
27043,Student_27043,12,,
29019,Student_29019,10,,
28147,Student_28147,11,,
30098,Student_30098,9,,
28009,Student_28009,11,,
29092,Student_29092,10,,
29030,Student_29030,10,,
30045,Student_30045,9,,
27009,Student_27009,11,,
27063,Student_27063,12,,
29109,Student_29109,10,,
29035,Student_29035,10,,
30134,Student_30134,9,,
28057,Student_28057,11,,
28136,Student_28136,11,,
29088,Student_29088,10,,
29164,Student_29164,10,,
27032,Student_27032,12,,
29028,Student_29028,10,,
27183,Student_27183,12,,
28101,Student_28101,11,,
28065,Student_28065,11,,
27126,Student_27126,12,,
30042,Student_30042,9,,
27002,Student_27002,12,,
27124,Student_27124,12,,
27048,Student_27048,12,,
27172,Student_27172,12,,
29098,Student_29098,10,,
27112,Student_27112,12,,
27086,Student_27086,12,,
28083,Student_28083,11,,
29024,Student_29024,10,,
28103,Student_28103,11,,
28016,Student_28016,11,,
27134,Student_27134,12,,
30162,Student_30162,9,,
27089,Student_27089,12,,
27026,Student_27026,12,,
27068,Student_27068,12,,
27036,Student_27036,12,,
29076,Student_29076,10,,
29021,Student_29021,10,,
29032,Student_29032,10,,
30122,Student_30122,9,,
30030,Student_30030,9,,
30102,Student_30102,9,,
30095,Student_30095,9,,
30103,Student_30103,9,,
28042,Student_28042,11,,
30164,Student_30164,9,,
29068,Student_29068,10,,
28045,Student_28045,11,,
27020,Student_27020,12,,
29079,Student_29079,10,,
30179,Student_30179,9,,
27003,Student_27003,12,,
29158,Student_29158,10,,
27171,Student_27171,12,,
28053,Student_28053,11,,
30100,Student_30100,9,,
27109,Student_27109,12,,
28023,Student_28023,10,,
28072,Student_28072,11,,
27100,Student_27100,11,,
28035,Student_28035,11,,
26012,Student_26012,12,,
28066,Student_28066,11,,
27044,Student_27044,12,,
27080,Student_27080,12,,
27073,Student_27073,12,,
27029,Student_27029,12,,
27083,Student_27083,12,,
28063,Student_28063,11,,
28010,Student_28010,11,,
28088,Student_28088,11,,
28014,Student_28014,11,,
30007,Student_30007,9,,
29053,Student_29053,10,,
29107,Student_29107,10,,
27108,Student_27108,12,,
27132,Student_27132,12,,
30141,Student_30141,9,,
28071,Student_28071,11,,
28052,Student_28052,11,,
28011,Student_28011,11,,
28034,Student_28034,11,,
28002,Student_28002,11,,
27091,Student_27091,12,,
27114,Student_27114,12,,
29101,Student_29101,10,,
29075,Student_29075,10,,
30147,Student_30147,9,,
29114,Student_29114,10,,
29062,Student_29062,10,,
28162,Student_28162,11,,
28107,Student_28107,11,,
28174,Student_28174,11,,
28025,Student_28025,11,,
29058,Student_29058,10,,
28049,Student_28049,11,,
30061,Student_30061,9,,
30101,Student_30101,9,,
28008,Student_28008,11,,
29161,Student_29161,10,,
27162,Student_27162,12,,
27147,Student_27147,12,,
29132,Student_29132,10,,
28062,Student_28062,11,,
27076,Student_27076,12,,
28077,Student_28077,10,,
28081,Student_28081,11,,
27095,Student_27095,12,,
28040,Student_28040,11,,
28118,Student_28118,11,,
28173,Student_28173,11,,
29072,Student_29072,10,,
27107,Student_27107,12,,
30011,Student_30011,9,,
28041,Student_28041,11,,
26009,Student_26009,12,,
30170,Student_30170,9,,
30004,Student_30004,9,,
29143,Student_29143,10,,
30015,Student_30015,9,,
27146,Student_27146,12,,
27096,Student_27096,12,,
28076,Student_28076,11,,
30163,Student_30163,9,,
30052,Student_30052,9,,
28165,Student_28165,11,,
27111,Student_27111,12,,
27110,Student_27110,12,,
30126,Student_30126,9,,
27119,Student_27119,12,,
30084,Student_30084,9,,
27118,Student_27118,12,,
