student_id,course_id,is_required,rank
27049,ADVHS01,True,1
27114,I1213,False,1
27114,I1212,False,1
27114,E1201,True,1
27114,OI1303,False,1
27114,G1201,False,1
27114,OH1306,False,1
27114,OA1317,False,1
27114,J1203,False,1
27114,C0907,False,1
27114,ADVHS01,True,1
27052,I1213,False,1
27052,OI1305,False,1
27052,I1212,False,1
27052,E1201,True,1
27052,G1201,False,1
27052,OH1306,False,1
27052,A1204,False,1
27052,J1203,False,1
27052,OC1310,False,1
27052,ADVHS01,True,1
27183,I1213,False,1
27183,I1212,False,1
27183,E1201,True,1
27183,OB1520,False,1
27183,L1304,False,1
27183,H1206,False,1
27183,A1204,False,1
27183,J1203,False,1
27183,ADVHS01,True,1
27123,E1201,True,1
27123,G1201,False,1
27123,OH1306,False,1
27123,OA1318,False,1
27123,OB1532,False,1
27123,C0907,False,1
27123,OI1305,False,1
27123,L1301,False,1
27123,ADVHS01,True,1
27174,E1201,True,1
27174,OI1305,False,1
27174,L1304,False,1
27174,G1202,False,1
27174,OH1306,False,1
27174,OA1318,False,1
27174,J1203,False,1
27174,ADVHS01,True,1
27086,I1213,False,1
27086,I1212,False,1
27086,E1201,True,1
27086,OI1303,False,1
27086,OH1306,False,1
27086,A1204,False,1
27086,J1203,False,1
27086,OC1310,False,1
27086,G1201,False,1
27086,ADVHS01,True,1
27051,E1201,True,1
27051,OI1305,False,1
27051,L1304,False,1
27051,G1201,False,1
27051,OH1306,False,1
27051,A1204,False,1
27051,J1203,False,1
27051,ADVHS01,True,1
27127,E1201,True,1
27127,I1204,False,1
27127,L1304,False,1
27127,G1201,False,1
27127,OH1306,False,1
27127,OA1322,False,1
27127,OB1532,False,1
27127,OJ1203,False,1
27127,ADVHS01,True,1
26040,I1213,False,1
26040,I1212,False,1
26040,OI1303,False,1
26040,E1201,True,1
26040,OI1305,False,1
26040,G1201,False,1
26040,OH1501,False,1
26040,A1204,False,1
26040,J1203,False,1
26040,ADVHS01,True,1
27053,I1213,False,1
27053,I1212,False,1
27053,E1201,True,1
27053,OI1303,False,1
27053,G1201,False,1
27053,OH1306,False,1
27053,A1204,False,1
27053,J1203,False,1
27053,ADVHS01,True,1
27091,I1213,False,1
27091,I1212,False,1
27091,E1201,True,1
27091,OI1305,False,1
27091,G1201,False,1
27091,OH1306,False,1
27091,OA1317,False,1
27091,J1203,False,1
27091,C0907,False,1
27091,ADVHS01,True,1
26009,I1212,False,1
26009,I1213,False,1
26009,E1201,True,1
26009,OI1305,False,1
26009,G1201,False,1
26009,OH1501,False,1
26009,A1204,False,1
26009,J1203,False,1
26009,OC1310,False,1
26009,ADVHS01,True,1
27043,I1212,False,1
27043,I1213,False,1
27043,E1201,True,1
27043,OB1520,False,1
27043,L1304,False,1
27043,G1201,False,1
27043,OH1501,False,1
27043,A1204,False,1
27043,OB1532,False,1
27043,ADVHS01,True,1
27079,I1212,False,1
27079,I1213,False,1
27079,E1201,True,1
27079,OI1303,False,1
27079,G1201,False,1
27079,OH1501,False,1
27079,OA1322,False,1
27079,OB1532,False,1
27079,OB1520,False,1
27079,ADVHS01,True,1
27111,I1212,False,1
27111,I1213,False,1
27111,OI1305,False,1
27111,G1201,False,1
27111,OH1501,False,1
27111,OA1318,False,1
27111,J1203,False,1
27111,OI1303,False,1
27111,E1201,True,1
27111,ADVHS01,True,1
27073,I1212,False,1
27073,I1213,False,1
27073,E1201,True,1
27073,OB1520,False,1
27073,G1201,False,1
27073,H1201B,False,1
27073,OA1317,False,1
27073,OB1532,False,1
27073,ADVHS01,True,1
27028,E1201,True,1
27028,I1204,False,1
27028,L1303,False,1
27028,G1201,False,1
27028,OH1501,False,1
27028,A1204,False,1
27028,OB1532,False,1
27028,ADVHS01,True,1
27139,E1201,True,1
27139,I1208,False,1
27139,L1304,False,1
27139,G1202,False,1
27139,OH1501,False,1
27139,A1204,False,1
27139,J1203,False,1
27139,OI1303,False,1
27139,ADVHS01,True,1
27046,E1201,True,1
27046,OI1303,False,1
27046,L1301,False,1
27046,G1201,False,1
27046,OH1501,False,1
27046,OA1322,False,1
27046,J1203,False,1
27046,OC1310,False,1
27046,ADVHS01,True,1
27129,E1201,True,1
27129,I1204,False,1
27129,L1304,False,1
27129,G1201,False,1
27129,OH1306,False,1
27129,OA1322,False,1
27129,J1203,False,1
27129,I1215,False,1
27129,ADVHS01,True,1
27151,E1201,True,1
27151,OI1303,False,1
27151,L1303,False,1
27151,G1201,False,1
27151,OH1306,False,1
27151,OA1317,False,1
27151,OB1532,False,1
27151,OZ1313,False,1
27151,ADVHS01,True,1
27148,OI1305,False,1
27148,L1304,False,1
27148,H1201B,False,1
27148,A1204,False,1
27148,OB1532,False,1
27148,OC1314,False,1
27148,E1201,True,1
27148,ADVHS01,True,1
27001,E1201,True,1
27001,OI1305,False,1
27001,L1304,False,1
27001,G1201,False,1
27001,OH1306,False,1
27001,OA1318,False,1
27001,OB1532,False,1
27001,OB1520,False,1
27001,ADVHS01,True,1
27093,A1204,False,1
27093,J1203,False,1
27093,OI1303,False,1
27093,E1201,True,1
27093,I1208,False,1
27093,L1304,False,1
27093,G1201,False,1
27093,OH1501,False,1
27093,ADVHS01,True,1
27138,E1201,True,1
27138,OI1305,False,1
27138,L1304,False,1
27138,G1201,False,1
27138,OH1501,False,1
27138,OZ1207,False,1
27138,J1203,False,1
27138,OC1310,False,1
27138,ADVHS01,True,1
28120,E1201,True,1
28120,I1204,False,1
28120,L1304,False,1
28120,G1201,False,1
28120,OH1306,False,1
28120,OA1322,False,1
28120,J1203,False,1
28120,OI1303,False,1
28120,ADVHS01,True,1
26024,E1201,True,1
26024,L1302,False,1
26024,G1201,False,1
26024,OH1306,False,1
26024,OA1322,False,1
26024,J1203,False,1
26024,OI1303,False,1
26024,OI1305,False,1
26024,ADVHS01,True,1
27101,E1201,True,1
27101,OB1520,False,1
27101,L1303,False,1
27101,G1201,False,1
27101,H1206,False,1
27101,OA1322,False,1
27101,J1203,False,1
27101,OZ1313,False,1
27101,ADVHS01,True,1
27061,E1201,True,1
27061,OI1303,False,1
27061,L1303,False,1
27061,G1201,False,1
27061,OH1501,False,1
27061,A1204,False,1
27061,J1203,False,1
27061,ADVHS01,True,1
27169,E1201,True,1
27169,OI1303,False,1
27169,L1302,False,1
27169,G1201,False,1
27169,OH1306,False,1
27169,A1204,False,1
27169,J1203,False,1
27169,ADVHS01,True,1
27050,OI1305,False,1
27050,L1304,False,1
27050,G1201,False,1
27050,OH1306,False,1
27050,A1204,False,1
27050,J1203,False,1
27050,OI1303,False,1
27050,E1201,True,1
27050,ADVHS01,True,1
27092,E1201,True,1
27092,OI1305,False,1
27092,L1304,False,1
27092,G1201,False,1
27092,OH1306,False,1
27092,A1204,False,1
27092,J1203,False,1
27092,ADVHS01,True,1
27038,E1201,True,1
27038,OI1305,False,1
27038,L1302,False,1
27038,G1201,False,1
27038,OH1306,False,1
27038,A1204,False,1
27038,J1203,False,1
27038,OC1310,False,1
27038,ADVHS01,True,1
27113,E1201,True,1
27113,I1208,False,1
27113,L1301,False,1
27113,G1201,False,1
27113,H1201B,False,1
27113,A1204,False,1
27113,OB1532,False,1
27113,OZ1313,False,1
27113,ADVHS01,True,1
27078,OA1318,False,1
27078,E1201,True,1
27078,OI1305,False,1
27078,L1304,False,1
27078,G1201,False,1
27078,OH1501,False,1
27078,J1203,False,1
27078,C0907,False,1
27078,ADVHS01,True,1
26154,E1201,True,1
26154,OI1305,False,1
26154,L1304,False,1
26154,G1201,False,1
26154,OH1306,False,1
26154,A1204,False,1
26154,J1203,False,1
26154,OI1303,False,1
26154,ADVHS01,True,1
27179,OJ1203,False,1
27179,E1201,True,1
27179,OI1303,False,1
27179,L1302,False,1
27179,G1201,False,1
27179,OH1306,False,1
27179,A1204,False,1
27179,J1203,False,1
27179,ADVHS01,True,1
27163,OI1303,False,1
27163,E1201,True,1
27163,L1301,False,1
27163,G1201,False,1
27163,OH1306,False,1
27163,OA1317,False,1
27163,J1203,False,1
27163,OJ1204,False,1
27163,ADVHS01,True,1
27063,E1201,True,1
27063,OI1305,False,1
27063,L1304,False,1
27063,G1201,False,1
27063,OH1306,False,1
27063,OA1318,False,1
27063,OB1532,False,1
27063,OB1520,False,1
27063,ADVHS01,True,1
27032,E1201,True,1
27032,OI1305,False,1
27032,L1304,False,1
27032,G1201,False,1
27032,OH1306,False,1
27032,OA1317,False,1
27032,J1203,False,1
27032,OC1310,False,1
27032,ADVHS01,True,1
27060,E1201,True,1
27060,OI1305,False,1
27060,L1302,False,1
27060,G1201,False,1
27060,OH1501,False,1
27060,OA1318,False,1
27060,J1203,False,1
27060,ADVHS01,True,1
27126,E1201,True,1
27126,OI1303,False,1
27126,L1302,False,1
27126,G1201,False,1
27126,OH1501,False,1
27126,A1204,False,1
27126,J1203,False,1
27126,OC1310,False,1
27126,ADVHS01,True,1
27124,E1201,True,1
27124,I1208,False,1
27124,L1304,False,1
27124,G1202,False,1
27124,H1201B,False,1
27124,OA1322,False,1
27124,OB1532,False,1
27124,C0907,False,1
27124,ADVHS01,True,1
27112,E1201,True,1
27112,OI1303,False,1
27112,L1303,False,1
27112,G1201,False,1
27112,OH1306,False,1
27112,OA1322,False,1
27112,J1203,False,1
27112,OC1305,False,1
27112,ADVHS01,True,1
27134,E1201,True,1
27134,OI1305,False,1
27134,L1304,False,1
27134,G1201,False,1
27134,H1201B,False,1
27134,OA1304,False,1
27134,OB1532,False,1
27134,C0907,False,1
27134,ADVHS01,True,1
27089,E1201,True,1
27089,I1204,False,1
27089,L1304,False,1
27089,G1201,False,1
27089,OH1306,False,1
27089,OA1322,False,1
27089,J1203,False,1
27089,OI1303,False,1
27089,ADVHS01,True,1
27026,OI1305,False,1
27026,L1304,False,1
27026,G1201,False,1
27026,OH1306,False,1
27026,A1204,False,1
27026,J1203,False,1
27026,OJ1203,False,1
27026,E1201,True,1
27026,ADVHS01,True,1
27068,OI1305,False,1
27068,L1304,False,1
27068,G1201,False,1
27068,OH1306,False,1
27068,OA1322,False,1
27068,OB1532,False,1
27068,OA1304,False,1
27068,E1201,True,1
27068,ADVHS01,True,1
27036,E1201,True,1
27036,I1204,False,1
27036,L1302,False,1
27036,G1201,False,1
27036,OH1501,False,1
27036,A1204,False,1
27036,J1203,False,1
27036,OI1303,False,1
27036,ADVHS01,True,1
27172,E1201,True,1
27172,I1208,False,1
27172,L1303,False,1
27172,G1201,False,1
27172,H1206,False,1
27172,OA1322,False,1
27172,OB1532,False,1
27172,ADVHS01,True,1
27020,E1201,True,1
27020,OI1305,False,1
27020,L1301,False,1
27020,G1201,False,1
27020,OH1306,False,1
27020,OA1317,False,1
27020,J1203,False,1
27020,OC1305,False,1
27020,ADVHS01,True,1
27003,E1201,True,1
27003,OI1305,False,1
27003,L1304,False,1
27003,G1201,False,1
27003,OH1306,False,1
27003,A1204,False,1
27003,J1203,False,1
27003,C0905,False,1
27003,ADVHS01,True,1
27002,E1201,True,1
27002,I1208,False,1
27002,L1304,False,1
27002,G1202,False,1
27002,OH1306,False,1
27002,A1204,False,1
27002,OB1532,False,1
27002,ADVHS01,True,1
27171,E1201,True,1
27171,OI1305,False,1
27171,L1304,False,1
27171,G1201,False,1
27171,OH1306,False,1
27171,A1204,False,1
27171,J1203,False,1
27171,OC1314,False,1
27171,ADVHS01,True,1
27109,E1201,True,1
27109,I1208,False,1
27109,L1303,False,1
27109,G1201,False,1
27109,H1201B,False,1
27109,OA1322,False,1
27109,J1203,False,1
27109,OC1314,False,1
27109,ADVHS01,True,1
26012,E1201,True,1
26012,OI1305,False,1
26012,L1303,False,1
26012,G1201,False,1
26012,H1201B,False,1
26012,OZ1207,False,1
26012,J1203,False,1
26012,OC1314,False,1
26012,ADVHS01,True,1
27044,E1201,True,1
27044,OI1305,False,1
27044,L1303,False,1
27044,OH1306,False,1
27044,OA1322,False,1
27044,J1203,False,1
27044,OI1303,False,1
27044,G1201,False,1
27044,ADVHS01,True,1
27164,E1201,True,1
27164,OI1305,False,1
27164,L1304,False,1
27164,G1201,False,1
27164,H1201B,False,1
27164,A1204,False,1
27164,J1203,False,1
27164,ADVHS01,True,1
27080,E1201,True,1
27080,OI1305,False,1
27080,L1304,False,1
27080,G1201,False,1
27080,OH1501,False,1
27080,A1204,False,1
27080,J1203,False,1
27080,ADVHS01,True,1
27029,E1201,True,1
27029,I1208,False,1
27029,L1304,False,1
27029,G1201,False,1
27029,OH1501,False,1
27029,A1204,False,1
27029,J1203,False,1
27029,OI1303,False,1
27029,ADVHS01,True,1
27083,E1201,True,1
27083,OI1305,False,1
27083,L1303,False,1
27083,G1201,False,1
27083,OH1306,False,1
27083,OA1322,False,1
27083,J1203,False,1
27083,OC1305,False,1
27083,ADVHS01,True,1
27132,E1201,True,1
27132,I1208,False,1
27132,L1304,False,1
27132,G1201,False,1
27132,OH1501,False,1
27132,OA1322,False,1
27132,J1203,False,1
27132,OI1303,False,1
27132,ADVHS01,True,1
27048,E1201,True,1
27048,OI1305,False,1
27048,L1304,False,1
27048,G1201,False,1
27048,OH1306,False,1
27048,OA1317,False,1
27048,J1203,False,1
27048,ADVHS01,True,1
27162,E1201,True,1
27162,OI1305,False,1
27162,L1304,False,1
27162,G1201,False,1
27162,OH1501,False,1
27162,OA1322,False,1
27162,OB1532,False,1
27162,OC1310,False,1
27162,ADVHS01,True,1
27147,E1201,True,1
27147,I1204,False,1
27147,L1301,False,1
27147,G1201,False,1
27147,OH1306,False,1
27147,OA1322,False,1
27147,J1203,False,1
27147,C0907,False,1
27147,ADVHS01,True,1
27076,E1201,True,1
27076,OI1305,False,1
27076,L1304,False,1
27076,G1201,False,1
27076,OH1501,False,1
27076,A1204,False,1
27076,J1203,False,1
27076,C0905,False,1
27076,ADVHS01,True,1
27095,I1208,False,1
27095,L1303,False,1
27095,E1201,True,1
27095,G1201,False,1
27095,OH1306,False,1
27095,A1204,False,1
27095,J1203,False,1
27095,OI1303,False,1
27095,ADVHS01,True,1
27107,E1201,True,1
27107,OI1305,False,1
27107,L1303,False,1
27107,G1201,False,1
27107,OH1501,False,1
27107,A1204,False,1
27107,J1203,False,1
27107,OC1310,False,1
27107,ADVHS01,True,1
27146,E1201,True,1
27146,I1204,False,1
27146,L1304,False,1
27146,G1201,False,1
27146,H1201B,False,1
27146,OA1318,False,1
27146,J1203,False,1
27146,OB1520,False,1
27146,ADVHS01,True,1
27096,OC1310,False,1
27096,E1201,True,1
27096,OI1305,False,1
27096,L1301,False,1
27096,G1201,False,1
27096,H1201B,False,1
27096,OA1304,False,1
27096,OB1532,False,1
27096,ADVHS01,True,1
27105,E1201,True,1
27105,OI1305,False,1
27105,L1304,False,1
27105,G1201,False,1
27105,OH1501,False,1
27105,OA1304,False,1
27105,J1203,False,1
27105,ADVHS01,True,1
27077,E1201,True,1
27077,OI1305,False,1
27077,L1304,False,1
27077,G1201,False,1
27077,OH1306,False,1
27077,A1204,False,1
27077,OB1532,False,1
27077,ADVHS01,True,1
27110,E1201,True,1
27110,OI1305,False,1
27110,L1302,False,1
27110,G1201,False,1
27110,OH1501,False,1
27110,A1204,False,1
27110,J1203,False,1
27110,OI1303,False,1
27110,ADVHS01,True,1
27030,OI1305,False,1
27030,L1304,False,1
27030,G1201,False,1
27030,OH1306,False,1
27030,OA1322,False,1
27030,J1203,False,1
27030,E1201,True,1
27030,ADVHS01,True,1
27119,E1201,True,1
27119,I1208,False,1
27119,L1303,False,1
27119,G1202,False,1
27119,OH1306,False,1
27119,A1204,False,1
27119,J1203,False,1
27119,C0907,False,1
27119,ADVHS01,True,1
27118,E1201,True,1
27118,OI1305,False,1
27118,L1301,False,1
27118,G1201,False,1
27118,H1201B,False,1
27118,A1204,False,1
27118,J1203,False,1
27118,OC1305,False,1
27118,ADVHS01,True,1
