student_id,name,grade,n_requested,n_assigned,n_missing,section_ids,course_ids,missing_courses
27180,Student_27180,12,8,8,0,ADVHS01.31|B1001.4|E1201.1|G1201.5|J1203.5|L1304.4|OH1306.2|OI1305.5|OZ1207.2,ADVHS01|B1001|E1201|G1201|J1203|L1304|OH1306|OI1305|OZ1207,
28075,Student_28075,11,9,9,0,A1105.3|ADVHS01.23|E1101.2|G1203.4|I1204.2|I1212.3|I1213.3|L1301.2|OC1310.3|OH1305.2,A1105|ADVHS01|E1101|G1203|I1204|I1212|I1213|L1301|OC1310|OH1305,
29073,Student_29073,10,8,7,1,A1006.7|ADVHS01.7|B1001.7|B1006.2|C0907.1|E1001.3|G1004.7|I1214.2,A1006|ADVHS01|B1001|B1006|C0907|E1001|G1004|I1214,I1211
30169,Student_30169,9,8,7,1,A0901.5|ADVHS01.32|B0901.6|E0901.1|G0901.5|H0904.7|J0903.3|OC1305.3,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I1003
30032,Student_30032,9,8,7,1,A0901.5|ADVHS01.31|B0901.3|E0901.5|G0901.4|H0904.2|J0903.2|OC1305.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I0903
29118,Student_29118,10,8,8,0,A1006.5|ADVHS01.24|B1001.3|E1001.1|G1004.6|H1001.2|I1211.1|OJ1306.1|OZ1323.3,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1211|OJ1306|OZ1323,
29038,Student_29038,10,7,6,1,A1006.5|ADVHS01.33|B1001.3|B1006.2|E1001.2|I1003.6|VHS0052.2,A1006|ADVHS01|B1001|B1006|E1001|I1003|VHS0052,H1206
29108,Student_29108,10,8,8,0,A1006.7|ADVHS01.34|B1001.7|E1001.4|G1004.7|H1206.1|I1003.5|OJ1204.1|OZ1323.5,A1006|ADVHS01|B1001|E1001|G1004|H1206|I1003|OJ1204|OZ1323,
28113,Student_28113,11,9,8,1,A1105.3|ADVHS01.34|E1101.3|G1203.1|I1212.3|I1213.3|L1301.3|OH1305.1|OI1305.2,A1105|ADVHS01|E1101|G1203|I1212|I1213|L1301|OH1305|OI1305,C0905
28160,Student_28160,10,8,8,0,A1006.5|ADVHS01.26|B1001.7|B1006.2|C0905.1|E1001.4|G1004.1|H1001.3|I1003.6,A1006|ADVHS01|B1001|B1006|C0905|E1001|G1004|H1001|I1003,
28095,Student_28095,11,9,9,0,A1105.2|ADVHS01.33|E1101.1|I1212.1|I1213.1|L1304.4|OC1310.2|OH1305.1|OI1305.2|VHS0052.2,A1105|ADVHS01|E1101|I1212|I1213|L1304|OC1310|OH1305|OI1305|VHS0052,
28006,Student_28006,10,8,7,1,A1006.5|ADVHS01.19|B1001.5|E1001.3|G1004.3|I1214.3|OC1305.4|OI1003.6,A1006|ADVHS01|B1001|E1001|G1004|I1214|OC1305|OI1003,B1006
28038,Student_28038,11,8,7,1,A1105.4|ADVHS01.28|E1101.2|G1203.3|OA1304.1|OC1305.1|OH1401.2|OI1305.2,A1105|ADVHS01|E1101|G1203|OA1304|OC1305|OH1401|OI1305,L1302
27141,Student_27141,12,8,7,1,A1204.2|ADVHS01.30|E1201.4|G1201.4|J1203.4|L1301.1|OC1310.2|OH1501.1,A1204|ADVHS01|E1201|G1201|J1203|L1301|OC1310|OH1501,OI1303
27116,Student_27116,12,8,6,2,A1204.3|ADVHS01.24|E1201.5|G1201.4|I1204.2|OC1314.1|OH1501.2,A1204|ADVHS01|E1201|G1201|I1204|OC1314|OH1501,L1301|OB1532
28090,Student_28090,11,9,8,1,ADVHS01.27|E1101.3|I1212.4|I1213.4|L1301.3|OA1319.1|OC1305.1|OI1305.2|VHS0052.2,ADVHS01|E1101|I1212|I1213|L1301|OA1319|OC1305|OI1305|VHS0052,OH1305
29007,Student_29007,10,8,7,1,A1006.6|ADVHS01.36|B1001.4|E1001.6|G1004.4|H1001.2|OC1305.3|OZ1323.1,A1006|ADVHS01|B1001|E1001|G1004|H1001|OC1305|OZ1323,I1003
29156,Student_29156,10,8,7,1,A1006.3|ADVHS01.36|B1001.7|B1006.1|E1001.1|G1004.6|H1001.2|OI1003.5,A1006|ADVHS01|B1001|B1006|E1001|G1004|H1001|OI1003,OZ1207
28121,Student_28121,11,9,9,0,A1105.5|ADVHS01.31|E1101.6|H1206.1|I1212.2|I1213.2|OB1520.1|OC1305.3|OJ1203.2|VHS0052.2,A1105|ADVHS01|E1101|H1206|I1212|I1213|OB1520|OC1305|OJ1203|VHS0052,
27041,Student_27041,11,8,7,1,ADVHS01.33|E1101.5|G1203.2|L1301.1|OA1319.1|OC1306.1|OC1314.1|OH1305.3,ADVHS01|E1101|G1203|L1301|OA1319|OC1306|OC1314|OH1305,I1204
28004,Student_28004,11,8,6,2,A1105.1|ADVHS01.5|E1101.1|G1203.1|L1302.2|OC1310.2|OI1003.6,A1105|ADVHS01|E1101|G1203|L1302|OC1310|OI1003,L1304|OH1401
28169,Student_28169,11,8,8,0,A1105.2|ADVHS01.29|E1101.6|G1202.1|L1304.4|OC1307.1|OH1305.2|OI1003.2|OJ1306.1,A1105|ADVHS01|E1101|G1202|L1304|OC1307|OH1305|OI1003|OJ1306,
29020,Student_29020,10,8,7,1,A1006.1|ADVHS01.36|B1001.6|B1006.2|E1001.4|G1004.4|H1001.3|I1003.7,A1006|ADVHS01|B1001|B1006|E1001|G1004|H1001|I1003,OJ1204
28142,Student_28142,11,9,8,1,A1105.3|ADVHS01.18|E1101.4|I1212.4|I1213.4|OC1310.2|OH1305.1|OI1305.3|VHS0052.1,A1105|ADVHS01|E1101|I1212|I1213|OC1310|OH1305|OI1305|VHS0052,OJ1203
28104,Student_28104,11,9,9,0,A1105.3|ADVHS01.24|E1101.4|I1212.2|I1213.2|L1304.2|OC1310.2|OH1305.1|OI1305.5|VHS0052.2,A1105|ADVHS01|E1101|I1212|I1213|L1304|OC1310|OH1305|OI1305|VHS0052,
27058,Student_27058,11,8,7,1,A1105.5|ADVHS01.30|E1101.2|L1302.2|OA1304.1|OC1305.1|OI1003.6|VHS0052.2,A1105|ADVHS01|E1101|L1302|OA1304|OC1305|OI1003|VHS0052,H1206
28093,Student_28093,11,9,8,1,ADVHS01.11|C0904.2|E1101.1|G1203.4|H1206.2|I1212.3|I1213.3|OA1319.2|OI1305.2,ADVHS01|C0904|E1101|G1203|H1206|I1212|I1213|OA1319|OI1305,L1302
29036,Student_29036,10,8,7,1,A1006.2|ADVHS01.31|B1001.3|E1001.5|G1004.2|I1214.1|OC1305.4|OZ1323.2,A1006|ADVHS01|B1001|E1001|G1004|I1214|OC1305|OZ1323,I1003
27140,Student_27140,12,8,7,1,A1204.3|ADVHS01.12|C0907.1|E1201.3|G1201.3|L1303.1|OH1501.2|OI1305.3,A1204|ADVHS01|C0907|E1201|G1201|L1303|OH1501|OI1305,J1203
28056,Student_28056,11,8,8,0,A1105.3|ADVHS01.26|C0904.3|E1101.5|G1203.3|L1301.3|OH1305.3|OI1003.2|OJ1204.1,A1105|ADVHS01|C0904|E1101|G1203|L1301|OH1305|OI1003|OJ1204,
29149,Student_29149,10,7,7,0,A1006.5|ADVHS01.28|B1001.7|E1001.1|G1004.3|H1206.1|I1211.1|OZ1323.3,A1006|ADVHS01|B1001|E1001|G1004|H1206|I1211|OZ1323,
27120,Student_27120,12,7,7,0,ADVHS01.16|E1201.6|G1201.5|I1208.1|J1203.2|L1301.3|OA1317.1|OH1501.1,ADVHS01|E1201|G1201|I1208|J1203|L1301|OA1317|OH1501,
27103,Student_27103,12,8,6,2,A1204.1|ADVHS01.18|E1201.4|G1201.6|OH1501.1|OI1303.1|OI1305.5,A1204|ADVHS01|E1201|G1201|OH1501|OI1303|OI1305,L1303|OB1532
27027,Student_27027,12,8,7,1,A1204.3|ADVHS01.25|E1201.2|G1201.5|J1203.5|L1302.2|OC1310.1|OI1305.4,A1204|ADVHS01|E1201|G1201|J1203|L1302|OC1310|OI1305,OH1501
29103,Student_29103,10,8,7,1,A1006.5|ADVHS01.29|B1001.4|E1001.2|G1004.7|I1003.4|I1214.3|OZ1323.2,A1006|ADVHS01|B1001|E1001|G1004|I1003|I1214|OZ1323,OZ1207
28097,Student_28097,11,9,8,1,A1105.5|ADVHS01.25|E1101.5|G1203.2|I1212.4|I1213.4|L1301.2|OC1305.3|OI1305.1,A1105|ADVHS01|E1101|G1203|I1212|I1213|L1301|OC1305|OI1305,H1206
28112,Student_28112,11,9,8,1,ADVHS01.30|E1101.1|I1212.2|I1213.2|OA1319.2|OC1305.2|OH1305.2|OJ1203.2|VHS0052.1,ADVHS01|E1101|I1212|I1213|OA1319|OC1305|OH1305|OJ1203|VHS0052,I1204
29041,Student_29041,10,8,8,0,A1006.1|ADVHS01.9|B1001.3|B1006.2|E1001.6|G1004.2|H1206.2|I1003.7|OZ1207.1,A1006|ADVHS01|B1001|B1006|E1001|G1004|H1206|I1003|OZ1207,
30120,Student_30120,9,8,7,1,A0901.1|ADVHS01.14|B0901.6|E0901.3|G0901.7|H0904.6|J0901.1|OC1305.4,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0901|OC1305,I1003
29056,Student_29056,10,8,7,1,A1006.2|ADVHS01.5|B1001.5|C0905.1|E1001.2|G1004.4|I1003.6|I1214.2,A1006|ADVHS01|B1001|C0905|E1001|G1004|I1003|I1214,B1006
27007,Student_27007,11,8,8,0,A1105.1|ADVHS01.15|E1101.2|G1203.3|L1301.1|L1302.1|OC1310.3|OH1305.2|OI1305.5,A1105|ADVHS01|E1101|G1203|L1301|L1302|OC1310|OH1305|OI1305,
28181,Student_28181,11,8,8,0,A1105.3|ADVHS01.16|E1101.4|G1203.1|I1212.1|I1213.1|OC1314.1|OH1305.1|OI1003.5,A1105|ADVHS01|E1101|G1203|I1212|I1213|OC1314|OH1305|OI1003,
29145,Student_29145,10,8,7,1,A1006.6|ADVHS01.35|B1001.1|C0904.4|E1001.6|G1004.4|H1001.3|I1003.2,A1006|ADVHS01|B1001|C0904|E1001|G1004|H1001|I1003,B1006
28084,Student_28084,11,9,7,2,A1105.5|ADVHS01.1|E1101.3|G1203.4|I1204.2|I1212.4|I1213.4|OJ1203.1,A1105|ADVHS01|E1101|G1203|I1204|I1212|I1213|OJ1203,C0905|H1206
30047,Student_30047,9,8,8,0,A0901.3|ADVHS01.10|B0901.4|E0901.5|G0901.3|H0904.7|I1003.7|J0903.3|OC1305.4,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0903|OC1305,
30114,Student_30114,9,8,6,2,A0901.2|ADVHS01.5|B0901.5|C0904.2|E0901.5|G0901.1|H0904.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904,I0903|J0901
30014,Student_30014,9,8,7,1,A0901.1|ADVHS01.27|B0901.2|E0901.6|G0901.7|H0904.4|J0903.2|OC1305.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I0903
30112,Student_30112,9,8,7,1,A0901.1|ADVHS01.29|B0901.3|E0901.3|G0901.7|H0904.6|J0903.3|OC1306.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1306,I0903
30002,Student_30002,9,8,7,1,A0901.4|ADVHS01.14|B0901.4|E0901.5|G0901.4|H0904.3|J0903.3|OC1306.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1306,I1003
29040,Student_29040,10,8,7,1,A1006.5|ADVHS01.27|B1001.5|E1001.2|G1004.7|I1214.2|OC1305.2|OI1003.4,A1006|ADVHS01|B1001|E1001|G1004|I1214|OC1305|OI1003,B1006
29137,Student_29137,10,8,8,0,A1006.3|ADVHS01.27|B1001.4|C0905.1|E1001.4|G1004.7|H1001.3|I1003.1|OZ1323.2,A1006|ADVHS01|B1001|C0905|E1001|G1004|H1001|I1003|OZ1323,
29120,Student_29120,10,8,7,1,A1006.1|ADVHS01.33|B1001.3|E1001.2|G1004.1|H1001.2|I1003.6|OC1310.3,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OC1310,B1006
27019,Student_27019,12,8,7,1,A1204.2|ADVHS01.2|E1201.6|G1201.5|J1203.5|L1302.2|OC1310.1|OH1501.1,A1204|ADVHS01|E1201|G1201|J1203|L1302|OC1310|OH1501,OI1305
30019,Student_30019,9,8,7,1,A0901.2|ADVHS01.4|B0901.7|C0904.1|E0901.4|G0901.7|H0904.5|J0901.2,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0901,I1003
30172,Student_30172,9,8,8,0,A0901.6|ADVHS01.2|B0901.5|E0901.4|G0901.3|H0904.4|I1003.1|J0903.1|OC1305.4,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0903|OC1305,
30124,Student_30124,9,8,7,1,A0901.5|ADVHS01.27|B0901.7|E0901.1|G0901.2|H0904.1|J0903.3|OC1305.4,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I0903
27152,Student_27152,11,8,6,2,A1105.1|ADVHS01.10|E1101.1|G1203.1|I1215.1|OH1401.2|OI1003.6,A1105|ADVHS01|E1101|G1203|I1215|OH1401|OI1003,L1302|OJ1203
29039,Student_29039,10,8,8,0,A1006.7|ADVHS01.35|B1001.7|B1006.2|E1001.4|G1004.4|H1001.4|I1003.5|OC1314.1,A1006|ADVHS01|B1001|B1006|E1001|G1004|H1001|I1003|OC1314,
29010,Student_29010,10,8,7,1,A1006.4|ADVHS01.27|B1001.3|E1001.5|G1004.2|I1211.1|I1214.1|OH1305.3,A1006|ADVHS01|B1001|E1001|G1004|I1211|I1214|OH1305,B1006
28044,Student_28044,11,9,8,1,ADVHS01.13|E1101.1|G1203.3|I1212.1|I1213.1|L1304.1|OA1319.1|OC1310.3|OI1305.4,ADVHS01|E1101|G1203|I1212|I1213|L1304|OA1319|OC1310|OI1305,OH1401
30136,Student_30136,9,8,8,0,A0901.5|ADVHS01.5|B0901.5|E0901.4|G0901.2|H0904.7|I1003.5|J0903.2|OC1305.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0903|OC1305,
30005,Student_30005,9,8,7,1,A0901.5|ADVHS01.14|B0901.3|E0901.2|G0901.4|H0904.5|J0903.1|OC1306.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1306,I1003
27018,Student_27018,12,7,7,0,ADVHS01.9|E1201.1|G1202.1|J1203.5|L1304.4|OA1322.2|OB1520.1|OH1306.2,ADVHS01|E1201|G1202|J1203|L1304|OA1322|OB1520|OH1306,
27071,Student_27071,12,8,7,1,ADVHS01.9|E1201.4|G1201.1|J1203.2|L1303.1|OA1318.1|OC1310.3|OI1305.5,ADVHS01|E1201|G1201|J1203|L1303|OA1318|OC1310|OI1305,OH1501
28047,Student_28047,11,9,9,0,A1105.3|ADVHS01.25|E1101.4|H1206.1|I1212.2|I1213.2|OC1305.4|OI1303.2|OI1305.5|VHS0052.2,A1105|ADVHS01|E1101|H1206|I1212|I1213|OC1305|OI1303|OI1305|VHS0052,
29083,Student_29083,10,8,8,0,A1006.6|ADVHS01.34|B1001.5|E1001.6|G1004.4|H1001.3|I1003.7|OZ1207.2|OZ1323.3,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OZ1207|OZ1323,
29011,Student_29011,10,8,7,1,A1006.7|ADVHS01.1|B1001.7|E1001.3|G1004.6|OI1003.6|OZ1207.2|OZ1323.5,A1006|ADVHS01|B1001|E1001|G1004|OI1003|OZ1207|OZ1323,I1214
27005,Student_27005,12,8,6,2,ADVHS01.15|E1201.3|G1201.5|I1208.1|L1304.1|OA1322.1|OI1303.1,ADVHS01|E1201|G1201|I1208|L1304|OA1322|OI1303,OB1532|OH1501
28163,Student_28163,11,9,8,1,A1105.4|ADVHS01.5|C0905.1|E1101.3|G1203.2|I1212.4|I1213.4|L1304.1|OI1003.2,A1105|ADVHS01|C0905|E1101|G1203|I1212|I1213|L1304|OI1003,OH1401
28139,Student_28139,11,8,7,1,A1105.2|ADVHS01.35|C0904.4|E1101.2|G1203.2|L1304.3|OH1401.2|OI1003.5,A1105|ADVHS01|C0904|E1101|G1203|L1304|OH1401|OI1003,OJ1203
30092,Student_30092,9,8,8,0,A0901.4|ADVHS01.6|B0901.6|E0901.3|G0901.6|H0904.2|I1003.4|J0903.3|OC1305.2,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0903|OC1305,
30182,Student_30182,9,8,7,1,A0901.4|ADVHS01.8|B0901.6|C0904.3|E0901.1|G0901.6|H0904.5|J0903.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0903,I0903
27010,Student_27010,12,9,7,2,A1204.2|ADVHS01.5|E1201.6|G1201.3|I1212.3|I1213.2|OC1310.3|OI1305.1,A1204|ADVHS01|E1201|G1201|I1212|I1213|OC1310|OI1305,J1203|OH1501
27014,Student_27014,12,7,7,0,ADVHS01.19|E1201.3|G1202.1|J1203.5|L1304.1|OA1322.1|OB1520.1|OH1501.2,ADVHS01|E1201|G1202|J1203|L1304|OA1322|OB1520|OH1501,
29119,Student_29119,10,8,8,0,A1006.4|ADVHS01.14|B1001.6|E1001.5|G1004.6|H1001.4|I1211.2|OC1310.2|OZ1323.5,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1211|OC1310|OZ1323,
27106,Student_27106,12,8,7,1,ADVHS01.14|E1201.4|G1201.1|J1203.4|L1303.1|OA1322.2|OH1501.1|OI1305.4,ADVHS01|E1201|G1201|J1203|L1303|OA1322|OH1501|OI1305,OI1303
27142,Student_27142,12,9,8,1,A1204.3|ADVHS01.26|E1201.2|G1202.1|I1212.2|I1213.2|J1203.4|L1304.2|OB1520.2,A1204|ADVHS01|E1201|G1202|I1212|I1213|J1203|L1304|OB1520,H1201B
28036,Student_28036,11,9,8,1,A1105.2|ADVHS01.15|E1101.2|G1203.2|I1212.1|I1213.1|L1304.3|OC1307.1|OI1003.5,A1105|ADVHS01|E1101|G1203|I1212|I1213|L1304|OC1307|OI1003,OH1401
29080,Student_29080,10,8,7,1,A1006.3|ADVHS01.35|B1001.3|E1001.2|G1004.7|H1206.1|I1211.1|OZ1323.3,A1006|ADVHS01|B1001|E1001|G1004|H1206|I1211|OZ1323,OZ1207
28050,Student_28050,11,9,9,0,A1105.4|ADVHS01.36|C0907.1|E1101.6|G1203.3|H1201B.1|I1204.1|I1212.3|I1213.3|L1304.1,A1105|ADVHS01|C0907|E1101|G1203|H1201B|I1204|I1212|I1213|L1304,
29008,Student_29008,10,8,7,1,A1006.6|ADVHS01.20|B1001.5|B1006.1|E1001.5|G1004.6|I1214.2|OI1003.2,A1006|ADVHS01|B1001|B1006|E1001|G1004|I1214|OI1003,OJ1204
30003,Student_30003,9,8,8,0,A0901.3|ADVHS01.9|B0901.2|C0904.4|E0901.6|G0901.2|H0904.7|I1003.7|J0903.2,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003|J0903,
30008,Student_30008,9,8,8,0,A0901.2|ADVHS01.3|B0901.6|E0901.6|G0901.1|H0904.4|I1003.7|J0901.3|OC1305.3,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0901|OC1305,
28061,Student_28061,11,8,8,0,A1105.3|ADVHS01.24|E1101.3|G1203.1|L1301.3|OC1310.2|OH1305.1|OI1003.2|OJ1204.1,A1105|ADVHS01|E1101|G1203|L1301|OC1310|OH1305|OI1003|OJ1204,
30031,Student_30031,9,8,8,0,A0901.3|ADVHS01.18|B0901.4|C0904.4|E0901.6|G0901.2|H0904.7|I0903.1|J0901.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I0903|J0901,
30066,Student_30066,9,8,7,1,A0901.1|ADVHS01.33|B0901.7|E0901.2|G0901.1|H0904.6|J0903.1|OC1305.4,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I0903
28013,Student_28013,11,8,7,1,A1105.3|ADVHS01.8|C0904.4|E1101.3|G1203.1|L1301.3|OI1305.2|OJ1204.1,A1105|ADVHS01|C0904|E1101|G1203|L1301|OI1305|OJ1204,OH1401
