student_id,course_id,course_name,is_required
30127,I0903,Algebra I 9,False
30018,C0904,Band Level I,False
30175,OC1305,Painting I,False
30106,C0904,Band Level I,False
30033,J0903,FRC 9,False
30154,C0904,Band Level I,False
30034,C0904,Band Level I,False
30034,J0903,FRC 9,False
30119,OC1305,Painting I,False
30062,J0903,FRC 9,False
30001,C0904,Band Level I,False
29100,C0904,Band Level I,False
30176,C0904,Band Level I,False
30074,OC1305,Painting I,False
30158,OC1305,Painting I,False
30098,C0904,Band Level I,False
30134,J0903,FRC 9,False
30042,C0904,Band Level I,False
30030,J0903,FRC 9,False
30103,OC1305,Painting I,False
30179,OC1305,Painting I,False
30007,OC1305,Painting I,False
30141,OC1305,Painting I,False
30147,OC1305,Painting I,False
30061,OC1305,Painting I,False
30011,C0904,Band Level I,False
30163,C0904,Band Level I,False
30126,OC1305,Painting I,False
30084,OC1305,Painting I,False
